Tweet;Tweet_Parsed;True_Label;Pred_Label
"Kenapa ya walaupun hampir 20juta kalo cuma android ga dihargai gitu? Kemaren waktu foto pilihan ada samsung S20 ultimate sama iphone 11 pro max, dibilang ""pake hape kamu aja kan kameranya paling cantik"" bilangin yang iphone. Padahal yang samsung kameranya bagus juga. Sedih aku tu";walaupun hampir juta cuma android tidak dihargai kemaren waktu foto pilihan samsung ultimate dibilang kameranya cantik membicarakan samsung kameranya bagus sedih;kamera positif;kamera negatif
"Heran iphone11 memory cepet banget abis.. 

Kebetulan lagi hobby bikin video masak.. kadang ditengah masak memori abis.. bingung dan panik makanan bisa gagal.. 

Tapi setelah liat kualitas videonya bener2 unnecessary bagus dan alus banget.. terlalu canggih buat saya..";heran memori cepat sekali abis suka video masak kadang ditengah masak memori abis bingung panik makanan bisa gagal liat kualitas videonya bener tidak bagus alus sekali canggih;spesifikasi negatif,kamera positif;spesifikasi positif,kamera positif
android baterai nya tahan lama, iphone boros kcuali iphone 11;android baterai tahan lama boros kecuali;baterai positif;baterai negatif
iPhone 11. Chipsetnya kenceng, layar besar dan batterynya kuat karena resolusi displaynya rendah Ã°Å¸Ëâ   https://twitter.com/GamesMenfess/status/1274142447451295745ÃÂ Ã¢â¬Â¦;chipset kenceng layar besar baterai kuat resolusi layar rendah;spesifikasi positif,general positif,baterai positif,general negatif;general positif,spesifikasi positif,baterai positif,kamera positif
Go for iPhone 11 and above. Samsung ni android paham2 la ahahhahah developer app selalu anak tirikan android, anak emaskan iPhone. Walaupun S20 flagship but application optimization for hardware tak seoptimum iPhone. Story ig akan tetap ada micro lag.;go samsung android paham la developer aplikasi anak tirikan android anak emaskan walaupun flagship application optimization hardware tidak seoptimum story ig micro lag;kamera positif,spesifikasi positif;general negatif
belilah fast charging for Iphone 11 sbb 5 watt charger yang dibekalkan amatlah slow;belilah cepat charger watt charger dimasukan sekali lambat;baterai negatif;baterai positif
Bateri 3687mAh ini dijangka akan dimuatkan di dalam iPhone 12 Pro Max. Meskipun kapasiti bateri iPhone tak pernah mencapai 4000mAh, ketahanan bateri iPhone sejak siri iPhone 11 tak boleh disangkal. Bahkan mampu bersaing dgn Huawei Mate 30 Pro yg mempunyai kapasiti bateri 4500mAh.  pic.twitter.com/fPTalZPXM6;baterai mah dimasukan kapasitas baterai tidak mencapai mah ketahanan baterai seri tidak disangkal mampu bersaing huawei mate kapasitas baterai mah;baterai positif;baterai negatif
iPhone 11 aja chargernya masih 5 watt  https://twitter.com/oppo/status/1282494958709039104ÃÂ Ã¢â¬Â¦;chargernya masih watt;baterai negatif;baterai positif
"Sejak p10 sebenernya sdh gak kekejar sama iphone, tp sejak iphone 11 pro sptnya apple sdh mulai mau ngejar sih secara kualitas foto kalau dicetak.
Jeleknya kalau skrg jalan2 jadi males bawa kamera beneran, karena kamera hpku sdh pada bisa diandalkanÃ°Å¸Â¤Â£Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£Ã°Å¸ËÂ";p tidak kekejar raih kualitas foto dicetak jeleknya jalan malas bawa kamera beneran kamera hpku bisa diandalkan;kamera positif;kamera negatif
Update iOS, Pengguna iPhone Keluhkan Bikin Baterai Jebol  http://dlvr.it/RbRXhDÃÂ  #LatestNews #OS #apple #iOS #iphone11;perbarui ios pengguna keluhkan baterai turun latestnews os ios;baterai negatif;spesifikasi positif,baterai positif
 https://terasjabar.id/plugin/article/view/105355/apple-meluncurkan-iphone-11-dengan-peningkatan-daya-tahan-baterai-keluhkan-update-ios-13-5-1-kuras-baterai-ponsel-ÃÂ Ã¢â¬Â¦ Apple Meluncurkan iPhone 11 Dengan Peningkatan Daya Tahan Baterai, Keluhkan Update iOS 13.5.1 Kuras Baterai Ponsel #Apple #iPhone;meluncurkan peningkatan daya tahan baterai keluhkan perbarui ios kuras baterai ponsel;baterai positif,spesifikasi negatif,baterai negatif;baterai positif,spesifikasi positif
Iphone 11 warna mintÃ°Å¸ËÂ­ plss mau bgt atau ga yg unguÃ°Å¸ËÂ­Ã°Å¸ËÂ­;warna mint mohon sekali tidak ungu;general positif;general negatif
Iphone 11 aja Tp soal battre bener2 jauh lebih irit ip 11. Kenaikan perfoma 20% dari XS MAX ke iphone 11;baterai bener lebih irit kenaikan perfoma;baterai positif,spesifikasi positif;baterai positif
Pengen iphone 11 yg warna kuning;warna kuning;general positif;general negatif
Alasan kenapa haru beli iphone 11, yg jelas bukan karna gaya gayaan, tapi buat menunjang kerjaan. Gila sih fitur potretnya bikin nangisÃ°Å¸ËÂ­(gambar belum di edit)  pic.twitter.com/idu6XvQVNE;alasan harus beli jelas bukan karna gaya gayaan menunjang kerjaan sekali fitur potretnya suka gambar belum edit;kamera positif;kamera negatif
Multitasking smooth.. tapi screen iPhone 11 pro sekalipun saya dah uji masih tak smooth;multitasking halus layar uji masih tidak halus;general negatif;general positif
Dr 2017 lalu aku pakai iphone 6s ini, skg baterainya udah ngedrop bgt, dr 100% ke 20% cuman tahan 30 menit. Liat harga iphone 11 pro yg udah mulai turun, emang inilah saatnya aku harus beli power bank.;pakai baterainya udah ngedrop sekali cuman tahan menit liat harga udah turun harus beli power bank;baterai negatif,harga positif;baterai positif,harga positif
iphone 11 pro dipegang park haejin jadi kaya kecil bangett  pic.twitter.com/DLw5NdEgau;dipegang park haejin kaya kecil sekali;general negatif;general positif
"iphone 11 buat user yg ga demen gonta ganti hp tiap tahun
batre jg lebih awet iphone";pengguna tidak suka ganti ganti baterai lebih awet;baterai positif;baterai negatif
Assalam min, saya pakai Iphone 11 dan pakai latest ios. Tapi dalam sehari mesti sekali or dua kali line saya akan hilang kejap pstu muncul Ã¢â¬Ëno serviceÃ¢â¬â¢. Lepas 5 sec mcmtu , dia okay balik. Saya dah try semua solutions kat Apple Support, tapi x jadi. Mcm mna ye min ? @XavierNaxa;assalam admin pakai pakai terbaru ios sehari sekali sekali line hilang muncul service sec ok coba solusi mendukung admin xaviernaxa;spesifikasi negatif;spesifikasi positif
Multitasking smooth.. tapi screen iPhone 11 pro sekalipun saya dah uji masih tak smooth;multitasking halus layar uji masih tidak halus;general negatif;general positif
Iphone 11 kameranya gaada obat;kameranya tidak lawan;kamera positif;kamera negatif
spesifikasi semuanya sih worth it sih tergantung kemampuan duit masing masing. Cuma kalau ngurusin kamera saat low-light mungkin iPhone 11 lebih baik.;spesifikasi sebanding tergantung kemampuan uang cuma ngurusin kamera kecil light lebih baik;kamera positif;spesifikasi positif,kamera positif
"Pengen banget ganti iphone ke iphone 11 pro max

Tapi kok sayang banget duitnya yah keadaan masih kek gini..

Musti gimana yah biar bisa dapet pemasukan tambahan..?? Ada yang punya ide kah..?? Ã¢â¬â Buat bisnis  https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM7CADDPY3R73OLBX7D7SLNZN62UYY2Z2JFREM2RZ3KK3PYEIBJQUH4DB7YEV7M2VONS5LPBQLUIORJE2YHVWSCKGPBOHXYPXKSC27R6LPZSXYKHYE3DKHNFMLBOBB6QK46PGHLYM4ZDPVJMTRQSO2OPPSIUYFB5HK5NNIJ4H3TI43KFDU4EKQ====ÃÂ Ã¢â¬Â¦";sekali ganti sayang sekali duitnya masih harus gimana biar bisa dapet pemasukan tambahan ide bisnis;harga negatif;general positif
"prefer iphone 11 sbb future proof, battery pun tahan sehari, ada 2 camera belakang, and chipset dia antara the best in the market

Ip X boleh je but banyak masalah sbb first model iphone yg fullscreen

ip xr pun ok tapi kekurangan, screen tak secantik ip 11 dan 1 camera belakang";prefer future proof baterai tahan sehari kamera chipset baik pasar je masalah model fullscreen xr ok kekurangan layar tidak cantik kamera;spesifikasi positif,baterai positif,kamera positif,general negatif;spesifikasi negatif,baterai positif,kamera positif,general positif
"iPhone 11 dan iPhone XS juga berkemungkinan akan melalui situasi  yang sama. 

iPhone XS menggunakan spesifikasi terkini termasuklah skrin OLED serta menyokong telephoto berbanding iPhone 11 menyokong kamera lebar dan ultra lebar.";berkemungkinan situasi spesifikasi terkini termasuklah layar oled menyokong telephoto berbanding menyokong kamera lebar ultra lebar;spesifikasi positif,kamera positif;spesifikasi positif,general positif,kamera positif
Tak sama. Ip 12 akan menggunakan chip baru dan screen display OLED tidak seperti iphone 11 LED screen;tidak chip layar layar oled tidak led layar;spesifikasi positif,general positif;spesifikasi negatif,general negatif
And hopefully harga iphone 12 pun akan kurang sebab dia tak datang dengan charger. Also ada peluang untuk Apple turunkan lagi harga iphone sebab dia dah jimat banyak. It is possible sebab harga asal iphone 11 sendiri pun lebih murah dari iphone Xr. Sedangkan iphone 11 is better.;hopefully harga kurang tidak charger also peluang turunkan harga jimat possible harga lebih murah xr lebih baik;harga positif;harga negatif,baterai positif
A. iphone 11 kalau dijual bisa belanja di shopee  lagi #ShopeeID #ShopeeDariRumah;dijual bisa belanja;harga negatif;general positif
Tiba tiba rasa tak menyesal beli iphone 11  https://twitter.com/myappledotmy/status/1278259691236159491ÃÂ Ã¢â¬Â¦;tidak menyesal beli;general positif;general negatif
Sebenernya aneh kamera iphone 11 kaya android ih smooth gt:(;aneh kamera kaya android halus;kamera negatif;kamera positif
iPhone 11 sumpah bateri tahan macam android yg bateri 4k mAh. Tak tipu, aku pakai 11 ni sehari charge sekali je. Kalau time tak pakai on low power mode lagi lama bateri tahan.;baterai tahan android baterai k mah tidak bohong pakai sehari charge sekali je time tidak pakai hidup kecil power mode lama baterai tahan;baterai positif;baterai negatif
sistem operasinya sangat lancar anti lemot;sistem operasinya sangat lancar anti lambat;spesifikasi positif;spesifikasi negatif
kualitas gambar yang jernih membuat para pengguna tidak pernah kecewa membelinya;kualitas gambar jernih pengguna tidak kecewa membelinya;kamera positif;kamera negatif
iphone X memiliki ukuran layar 5,8 inchi yang membuat pengguna tidak bosan melihatnya;memiliki ukuran layar inchi pengguna tidak bosan;general positif;general negatif
ukuran kamera depan 7MP dan kamera belakang 12 MP sangat cocok dengan harga yang ditetapkan;ukuran kamera mp kamera mp sangat cocok harga ditetapkan;kamera positif,harga positif;kamera positif,general positif,harga positif
Iphone X tidak memiliki fitur pemindai sidik jari yang dianggap jauh lebih cepat dan mudah sehingga banyak pengguna yang kecewa;tidak memiliki fitur pemindai sidik jari dianggap lebih cepat mudah pengguna kecewa;general negatif;general positif
resolusi gambar dan video yang dihasilkan sangat bagus sehingga ketika di zoom tidak pecah;resolusi gambar video dihasilkan sangat bagus zoom tidak pecah;kamera positif;kamera negatif
pantas di kantong nih hp nya jadi gak ribet bawa tas;kantong tidak ribet bawa tas;general positif;general negatif
IOS nya selalu update yang terbaru nih, jangan takut ketinggalan IOS;ios perbarui terbaru jangan takut ketinggalan ios;spesifikasi positif;spesifikasi negatif
makin banyak nih video tiktok aku karena hasilnya jernih banget;makin video tiktok hasilnya jernih sekali;kamera positif;kamera negatif
jalan-jalan makin puas nih karena bisa dapatin foto-foto yang bagus;jalan jalan makin puas bisa dapatin foto foto bagus;kamera positif;kamera negatif
spesifikasi iphone 11 Pro memang sangat baik jadi wajar harganya pun relatif tinggi;spesifikasi sangat baik wajar harganya relatif tinggi;spesifikasi positif,harga negatif;spesifikasi positif,harga positif
terkadang kapasitas baterai turun drastis ketika memperbarui IOS;terkadang kapasitas baterai turun drastis memperbarui ios;baterai negatif;baterai negatif,spesifikasi positif
aplikasi di iphone rata-rata banyak berbayar;aplikasi berbayar;general negatif;general positif
kecerahan dari kamera kadang suka tidak stabil;kecerahan kamera kadang suka tidak stabil;kamera negatif;kamera positif
banyak yang komen kamera 3 nya kayak kompor ih;komen kamera kayak kompor;kamera negatif;kamera positif
efeknya gabisa nutupin jerawat nih;efeknya gabisa nutupin jerawat;kamera negatif;general negatif
udah kayak minuman boba aja tu kamera banyak bener;udah kayak minuman boba kamera;kamera negatif;kamera positif
ga perlu bawa casan kemana mana deh, baterai nya tahan banget;tidak bawa casan kemana baterai tahan sekali;baterai positif;baterai negatif
sumpah ya awet bener seharian gila;awet seharian sekali;baterai positif;general positif
ga nyesel sumpah beli iphone, baterai nya bisa nonton youtube seharian;tidak menyesal beli baterai bisa nonton youtube seharian;baterai positif;baterai negatif
ngecas nya ga perlu waktu lama loh;charge tidak waktu lama loh;baterai positif;baterai negatif
sumpah ya baru main sejam udah habis aja ini baterai;main sejam udah habis baterai;baterai negatif;baterai positif
ngedit video tiktok cuman bisa 1 nih kalau kayak gini baterainya;ngedit video tiktok cuman bisa kayak baterainya;baterai negatif;kamera positif,baterai positif
ini hp atau apa dah besar banget ukurannya;besar sekali ukurannya;general negatif;general positif
terlalu besar ukurannya jadi susah masuk saku;besar ukurannya susah masuk saku;general negatif;general positif
capek juga genggam hp segede ini;capek genggam segede;general negatif;general positif
sumpah ini mah kalau main game anti lemot wkwk sistem operasinya lancar banget;mah main game anti lambat sistem operasinya lancar sekali;spesifikasi positif;baterai negatif,spesifikasi positif
makin kesini kinerja dan sistem operasinya makin baik dah;makin kesini kinerja sistem operasinya makin baik;spesifikasi positif;spesifikasi negatif
bisnis aku makin lancar deh kalau perfomanya kayak gini;bisnis makin lancar perfomanya kayak;general positif;general negatif
sayang ini RAM nya hanya 3GB;sayang ram hanya gb;spesifikasi negatif;spesifikasi positif
kadang IOS nya suka ngefek ga baik buat aplikasinya;kadang ios suka ngefek tidak baik aplikasinya;spesifikasi negatif;spesifikasi positif
belum 5g nih, masih aja 4g;belum g masih g;general negatif;general positif
dijamin gabakal nyesel deh beli iphone dengan harga segitu;dijamin gabakal menyesal beli harga segitu;harga positif;harga negatif
wajar sih harga nya segitu karena pemakaiannya dalam jangka lama;wajar harga segitu pemakaiannya jangka lama;harga positif;harga negatif
harga segitu buat iphone mah ga mahal;harga segitu mah tidak mahal;harga positif;baterai negatif,harga negatif
sumpah udah berapa kali beli ga pernah nyesel sama harga segitu;udah sekali beli tidak menyesal harga segitu;harga positif;harga negatif
ketahanan lama untuk harga segitu wajar banget;ketahanan lama harga segitu wajar sekali;harga positif;harga negatif
jual ginjal dulu apa ya buat beli ip 11 pro;jual ginjal beli;harga negatif;general positif
nabung berapa tahun ya buat beli ip 11;nabung beli;harga negatif;general positif
bikin dompet kering nih beli iphone;dompet kering beli;harga negatif;general negatif
udah minder duluan nih lihat harganya;udah minder duluan lihat harganya;harga negatif;harga positif
harganya tinggi banget udah deh liat ulasannya aja;harganya tinggi sekali udah liat ulasannya;harga negatif;harga positif
mau nangis aja deh liat harganya;suka liat harganya;harga negatif;harga positif
Ngga suka sekali warna merah buat iphone 11;ngga suka sekali warna merah;general negatif;general positif
Dari segi harga emang keduanya sama mahalnya tapi kualitas kamera tetep ip 11 dihati;segi harga mahalnya kualitas kamera tetep dihati;harga negatif,kamera positif;harga positif,kamera positif
Spek ip X dan 11 ngga beda jauh, biasa aja ngga terlalu hebat;spek ngga beda biasa ngga hebat;spesifikasi negatif;spesifikasi positif
Charger iphone dari dulu ngga pernah awet, selalu mudah rusak;charger ngga awet mudah rusak;baterai negatif;baterai positif
Ukuran iphone 11 besar banget untuk ditangan, agak kurang nyaman;ukuran besar sekali ditangan agak kurang nyaman;general negatif;general positif
Desain kamera iphone 11 kenapa begitu sih, cuma 2 aja tapi dikotakin jadi keliatan aneh;desain kamera cuma dikotakin keliatan aneh;kamera negatif;general positif,kamera positif
gila night mode iphone 11 ga abis pikir keren abis;sekali night mode tidak abis pikir keren abis;kamera positif;general positif
pake iphone 11 sekarang ga perlu lagi dong susah-susah cari tempat terang buat poto lo mau poto di tempat segelapa apa juga hasilnya jadi terang wkwk;tidak susah susah cari terang poto lo poto segelapa hasilnya terang;kamera positif;general negatif
hari ini mau keluar buat beli sayur sekalian coba kamera hp baru ku dan ternyata hasilnya ga mengecewakan;keluar beli sayur coba kamera ku hasilnya tidak mengecewakan;kamera positif;kamera negatif
gambar jepretan ip 11 pro resolusinya ga main-main;gambar jepretan resolusinya tidak main main;kamera positif;kamera negatif
hasil poto kamera ip 11 pro ga kalah sama dslr bro;hasil poto kamera tidak kalah dslr;kamera positif;kamera negatif
saya terkesan dengan hasil night mode ip 11;terkesan hasil night mode;kamera positif;general positif
harganya mahal sih tapi ga apa-apa kameranya emang juara;harganya mahal tidak kameranya juara;kamera positif,harga negatif;harga negatif,kamera positif
keluar malem pengen coba night mode ip 11 pro hasilnya cakep banget;keluar malem coba night mode hasilnya bagus sekali;kamera positif;general positif
hasil potonya ga sebanding sama harganya;hasil potonya tidak sebanding harganya;kamera negatif;harga negatif
kalo emang incer hp ip 11 pro cuma buat kameranya sih mending beli dslr sekalian lebih bagus;incer cuma kameranya lebih baik beli dslr lebih bagus;kamera negatif;kamera positif
kok gue ga ngerasa ada perbedaan yang signifikan buat kualitas kameranya;gue tidak ngerasa perbedaan signifikan kualitas kameranya;kamera negatif;kamera positif
kualitas kameranya ga sebanding harga;kualitas kameranya tidak sebanding harga;kamera negatif;kamera negatif,harga positif
ga wow banget kameranya ah, lebay;tidak wow sekali kameranya ah lebay;kamera negatif;kamera positif
kurang bagus sih kameranya, kalau diliat dari harganya yang mahal ga setimpal banget;kurang bagus kameranya diliat harganya mahal tidak setimpal sekali;kamera negatif,harga negatif;harga negatif,kamera positif
baterai nya tahan lama banget nonton video berjam-jam tetap awet;baterai tahan lama sekali nonton video berjam jam awet;baterai positif;baterai positif,kamera positif
Saya punya kebiasaan untuk mengisi daya ponsel sepanjang malam, dan sejauh ini kesehatan baterai masih 100%.;kebiasaan mengisi daya ponsel malam kesehatan baterai masih;baterai positif;baterai negatif
aku biasa main hp dari jam 9 pagi dan sampai jam 11 malem bahkan baterainya ga habis sampai 50 persen;biasa main jam pagi jam malem baterainya tidak habis persen;baterai positif;baterai negatif
baterainya awet banget bisa dipake seharian, ga perlu lagi tuh bawa charger kemana-mana;baterainya awet sekali bisa seharian tidak tuh bawa charger kemana;baterai positif;baterai negatif
ip 11 baterai than lama sih;baterai lama;baterai positif;baterai negatif
baterainya awet dipake streaming lama lama haha;baterainya awet streaming lama lama;baterai positif;baterai negatif
baterainya masih lebih awet yang ip 8 tuh daripada ip 11;baterainya masih lebih awet tuh;baterai negatif;baterai positif
cepet abis baterainya;cepat abis baterainya;baterai negatif;baterai positif
buat spesifikasinya yang keren banget harga ip 11 masih terjangkau si;spesifikasinya keren sekali harga masih terjangkau;harga positif;spesifikasi positif,harga positif
bole sih harga segitu, emang spesifikasi hp nya bagus juga;bole harga segitu spesifikasi bagus;harga positif,spesifikasi positif;spesifikasi positif,harga positif
harganya masuk akal kok ga mahal, ip kan harganya rata-rata memang segitu;harganya masuk akal tidak mahal harganya segitu;harga positif;harga negatif
murah lah segitu mah, secara kan dolar emang mahal di indo;murah segitu mah dolar mahal indo;harga positif;harga negatif,baterai positif
ternyata ip 11 murah, kiarain bakal lebih mahal lagi harganya wkwk;murah kiarain lebih mahal harganya;harga positif;harga negatif
ga mahal sih menurutku secara ada kualitas ada harga;tidak mahal menurutku kualitas harga;harga positif;harga negatif
harga iphone 11 murah kok, gue beli ga nyampe 10 juta;harga murah gue beli tidak nyampe juta;harga positif;harga negatif
kirain harganya bakalan mahal banget ternyata engga mahal kok;kirain harganya mahal sekali engga mahal;harga positif;harga negatif
harganya cukup murah untuk ukuran iphone keluaran terbaru;harganya cukup murah ukuran keluaran terbaru;harga positif;general positif,harga positif
hp buat sultan doang ini mah, mahal bener;sultan mah mahal;harga negatif;harga negatif,baterai positif
mahal banget harganya, padahal modelnya keliatan lebih murah dari seris yang lain;mahal sekali harganya modelnya keliatan lebih murah seris;harga negatif,general negatif;harga negatif
pengen nangis liat harganya;suka liat harganya;harga negatif;harga positif
hpnya ringan ternyata ga berat-berat banget;hpnya ringan tidak berat berat sekali;general positif;general negatif
ternyata bener anti air guys, gue rendem ga kenapa-kenapa;anti air gue rendem tidak;general positif;general negatif
layarnya gampang retak, harus pake pelindung sih;layarnya gampang retak harus pelindung;general negatif;general positif
model hpnya ga unik tuh, modelnya mirip yang seris xr;model hpnya tidak unik tuh modelnya seris xr;general negatif;general positif
model layarnya sama kaya seris lain, kesannya jadi keliatan jadul padahal keluaran baru;model layarnya kaya seris kesannya keliatan jadul keluaran;general negatif;general positif
modelnya kaya yang murahan;modelnya kaya murahan;general negatif;general positif
layar bezelnya masih tebel kaya seris yang lama, ga enak liatanya;layar bezelnya masih tebel kaya seris lama tidak enak liatanya;general negatif;general positif
dalam kardusnya cuma ada hp sama kabel doang, buat earpodnya harus beli terpisah;kardusnya cuma kabel earpodnya harus beli terpisah;general negatif;general positif
warnanya jelek, ga keliatan mewah mirip hp murah;warnanya jelek tidak keliatan mewah murah;general negatif;general negatif,harga positif
layarnya udah ips ternyata, jadi lebih enak liatnya;layarnya udah ips lebih enak liatnya;spesifikasi positif;general positif
layarnya udah pake teknologi LiquidRetina LCD, jadinya keliatan lebih tajam dan jelas;layarnya udah teknologi liquidretina lcd keliatan lebih tajam jelas;spesifikasi positif;general positif
yang terlihat di layar kaya yang nyata banget, sumpah bagus banget ini spesifikasinya;layar kaya nyata sekali bagus sekali spesifikasinya;spesifikasi positif;general positif,spesifikasi positif
layarnya lebih sensitif dari seris yang lama, enak banget pakenya;layarnya lebih sensitif seris lama enak sekali pakenya;spesifikasi positif;general positif
puas banget beli hp ip 11, walaupun mahal tapi spesifikasinya memuaskan;puas sekali beli walaupun mahal spesifikasinya memuaskan;spesifikasi positif,harga negatif;harga negatif,spesifikasi positif
layarnya lebar 6,1 inchi jadi enak di pake nonton dan main game;layarnya lebar inchi enak nonton main game;spesifikasi positif;general positif
audionya pake dolby guys, jadi suaranya jernih;audionya dolby suaranya jernih;spesifikasi positif;general positif
kualitas layarnya oke banget, tingkat kecerahannya ga bikin mata sakit walau lama-lama liat layar;kualitas layarnya oke sekali tingkat kecerahannya tidak mata sakit walau lama lama liat layar;spesifikasi positif;general negatif
gpu nya bagus banget, ngalah grapisnya kenceng;gpu bagus sekali ngalah grapisnya kenceng;spesifikasi positif;general positif
ga ada port buat headset, bikin ribet;tidak port headset ribet;spesifikasi negatif;general negatif
ip 11 fitur pengamannya jelek banget, pengitai jari aja ga ada;fitur pengamannya jelek sekali pengitai jari tidak;spesifikasi negatif;general negatif
ip 11 belom 5g, susah lagi deh nanti kalau di indo udah pada 5g;belom g susah indo udah g;spesifikasi negatif;general negatif
RAM nya ga ada yange lebih gede kah, dikit amat kasihnya, padahal hp mahal;ram tidak yange lebih besar dikit kasihnya mahal;spesifikasi negatif,harga negatif;harga negatif,spesifikasi positif
belum bisa 5g hpnya, padahal harganya ga murah loh;belum bisa g hpnya harganya tidak murah loh;spesifikasi negatif,harga negatif;harga negatif
ga ada radionya wkwk, dari dulu biasa denger radio jadi ga bisa deh gara-gara ganti hp;tidak radionya biasa denger radio tidak bisa gara gara ganti;spesifikasi negatif;general negatif
layarnya masih pake IPS, ga setajam dan secerah OLED;layarnya masih ips tidak setajam secerah oled;spesifikasi negatif;general negatif
tidak mendukung buat pake headset nih, ga ada portnya jadi memang harus beli earpod;tidak mendukung headset tidak portnya harus beli earpod;spesifikasi negatif;general negatif
iphone xr rada berat deh tapi untuk kameranya ada effect effect glowing gitu;xr rada berat kameranya effect effect glowing;kamera positif,general negatif;kamera negatif
iphone makin keatas makin keren kameranya;makin keatas makin keren kameranya;kamera positif;kamera negatif
terlalu natural untuk muka ku yang jerawatan;natural muka ku jerawatan;kamera negatif;general positif
biasa aja asli kameranya;biasa asli kameranya;kamera negatif;kamera positif
beli iphone karena kamera doang juga masih banyak kali yang bagus;beli kamera masih sekali bagus;kamera negatif;kamera positif
kameranya terlalu menonjol jadi kalo taro meja kaya tergesek;kameranya menonjol taro meja kaya tergesek;kamera negatif;kamera positif
kamera apa yang beda sih kaya sama aja;kamera beda kaya;kamera negatif;kamera positif
terus aja tambah kameranya sampe 5 banyak bener;tambah kameranya sampe;kamera negatif;kamera positif
pori pori keliatan banget pake nih kamera;pori pori keliatan sekali kamera;kamera negatif;kamera positif
kok aku merasa tidak boros ya baterainya iphone xr;tidak boros baterainya xr;baterai positif;baterai negatif
wah udah pake sekian lama ternyata baterainya ga boros;wah udah sekian lama baterainya tidak boros;baterai positif;baterai negatif
ganyangka kirain iphone makin keatas baterainya makin boros ternyata malah irit;ganyangka kirain makin keatas baterainya makin boros malah irit;baterai positif;baterai negatif
iphone makin canggih dan baterainya pun gabakal dikomen boros lagi haha;makin canggih baterainya gabakal dikomen boros;baterai positif,general positif;baterai negatif
kata orang ga boros tapi kok tetep sih;orang tidak boros tetep;baterai negatif;general negatif
siapa yang bilang ga boros tetep boros tau;bilang tidak boros tetep boros tau;baterai negatif;general negatif
