Tweet;Tweet_Parsed;True_Label;Pred_Label
"Kenapa ya walaupun hampir 20juta kalo cuma android ga dihargai gitu? Kemaren waktu foto pilihan ada samsung S20 ultimate sama iphone 11 pro max, dibilang ""pake hape kamu aja kan kameranya paling cantik"" bilangin yang iphone. Padahal yang samsung kameranya bagus juga. Sedih aku tu";walaupun hampir juta cuma android tidak dihargai kemaren waktu foto pilihan samsung ultimate dibilang kameranya cantik membicarakan samsung kameranya bagus sedih;kamera positif;kamera negatif
try pakai iphone 11 dulu bro, serius best camera dia huhu;coba pakai serius kamera;kamera positif;kamera negatif
Knp iphone 11 aku tiba2 blank dekat sejam, smpai aku terpaksa letak dlm beras sbb dia blank dan phone jd panas lepas sejam letak dlm beras phone nyala lepastu battery habis padahal sblm padam tu battery full kot..adakah ini normal??;mati sejam terpaksa letak beras mati panas sejam letak beras nyala baterai habis mati baterai full adakah normal;baterai negatif,spesifikasi negatif;baterai negatif
Iyaaa kan. Cakep banget iPhone 11 Pro & 11 Pro Max Ã°Å¸Â¤Â©;iya bagus;general positif;general negatif
"Heran iphone11 memory cepet banget abis.. 

Kebetulan lagi hobby bikin video masak.. kadang ditengah masak memori abis.. bingung dan panik makanan bisa gagal.. 

Tapi setelah liat kualitas videonya bener2 unnecessary bagus dan alus banget.. terlalu canggih buat saya..";heran memori cepat abis suka video masak kadang ditengah masak memori abis bingung panik makanan bisa gagal liat kualitas videonya bener tidak bagus alus canggih;kamera positif,general negatif;spesifikasi positif,kamera positif
android baterai nya tahan lama, iphone boros kcuali iphone 11;android baterai tahan boros kecuali;baterai positif;baterai negatif
iPhone 11. Chipsetnya kenceng, layar besar dan batterynya kuat karena resolusi displaynya rendah Ã°Å¸Ëâ   https://twitter.com/GamesMenfess/status/1274142447451295745ÃÂ Ã¢â¬Â¦;chipset kenceng layar baterai kuat resolusi layar rendah;baterai positif, spesifikasi positif,general positif;general negatif,baterai negatif,kamera positif
"Iphone x max bagus kameranya iphone 11 jg bagus hehehe ...
Gua selfie pake hp itu cakep.

Tp gua selfie pake hp gua ini jele Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£";bagus kameranya bagus foto bagus foto jele;kamera positif;kamera negatif
iphone 11 promax kamera bgus hp bgus;kamera bagus bagus;kamera positif;kamera negatif
Go for iPhone 11 and above. Samsung ni android paham2 la ahahhahah developer app selalu anak tirikan android, anak emaskan iPhone. Walaupun S20 flagship but application optimization for hardware tak seoptimum iPhone. Story ig akan tetap ada micro lag.;go samsung android paham la developer aplikasi anak tirikan android anak emaskan walaupun flagship application optimization hardware tidak seoptimum story ig micro lag;kamera positif,spesifikasi positif;general negatif
pake iphone 11 kakak biar videonya makin cetar;kakak biar videonya makin cetar;kamera positif;kamera negatif
belilah fast charging for Iphone 11 sbb 5 watt charger yang dibekalkan amatlah slow;belilah cepat charger watt charger dimasukan lambat;general negatif;baterai positif
Haih cantiknya camera depan iphone 11 Ã°Å¸ËÅ;bagus kamera;kamera positif;kamera negatif
iPhone 11 yang warna ungu cakep kali:( blm move on Ã°Å¸Â¥Âº;warna ungu bagus belum move hidup;general positif;general negatif
Bateri 3687mAh ini dijangka akan dimuatkan di dalam iPhone 12 Pro Max. Meskipun kapasiti bateri iPhone tak pernah mencapai 4000mAh, ketahanan bateri iPhone sejak siri iPhone 11 tak boleh disangkal. Bahkan mampu bersaing dgn Huawei Mate 30 Pro yg mempunyai kapasiti bateri 4500mAh.  pic.twitter.com/fPTalZPXM6;baterai mah dimasukan kapasitas baterai tidak mencapai mah ketahanan baterai seri tidak disangkal mampu bersaing huawei mate kapasitas baterai mah;baterai positif;baterai negatif
IPHONE 11 GUE GAK BOLEH DIPAKE MAIN RP ANJRIT.;gue tidak main rp;spesifikasi negatif;general negatif
iPhone 11 aja chargernya masih 5 watt  https://twitter.com/oppo/status/1282494958709039104ÃÂ Ã¢â¬Â¦;chargernya watt;general negatif;baterai positif
Update iOS, Pengguna iPhone Keluhkan Bikin Baterai Jebol  http://dlvr.it/RbRXhDÃÂ  #LatestNews #OS #apple #iOS #iphone11;perbarui ios pengguna keluhkan baterai turun latestnews os ios;baterai negatif;spesifikasi positif,baterai negatif
Charge iphone 11 lambat nya minta ampooon Ã°Å¸Ëâ;charge lambat ampun;general positif;baterai negatif
 https://terasjabar.id/plugin/article/view/105355/apple-meluncurkan-iphone-11-dengan-peningkatan-daya-tahan-baterai-keluhkan-update-ios-13-5-1-kuras-baterai-ponsel-ÃÂ Ã¢â¬Â¦ Apple Meluncurkan iPhone 11 Dengan Peningkatan Daya Tahan Baterai, Keluhkan Update iOS 13.5.1 Kuras Baterai Ponsel #Apple #iPhone;meluncurkan peningkatan daya tahan baterai keluhkan perbarui ios kuras baterai ponsel;baterai negatif;baterai positif,spesifikasi positif
Iphone 11 warna mintÃ°Å¸ËÂ­ plss mau bgt atau ga yg unguÃ°Å¸ËÂ­Ã°Å¸ËÂ­;warna mint mohon tidak ungu;general positif;general negatif
Iphone 11 aja Tp soal battre bener2 jauh lebih irit ip 11. Kenaikan perfoma 20% dari XS MAX ke iphone 11;baterai bener lebih irit kenaikan perfoma;baterai positif,spesifikasi positif;baterai positif
Alasan kenapa haru beli iphone 11, yg jelas bukan karna gaya gayaan, tapi buat menunjang kerjaan. Gila sih fitur potretnya bikin nangisÃ°Å¸ËÂ­(gambar belum di edit)  pic.twitter.com/idu6XvQVNE;alasan haru beli jelas bukan karna gaya gayaan menunjang kerjaan fitur potretnya suka gambar belum edit;kamera positif;kamera negatif
IPHONE 11 PRO TU- MAHAL WEH-;mahal weh;harga negatif;harga positif
Kabarnya #Apple akan membekali #iPhone 12 dengan baterai berkapasitas yang lebih besar dari iPhone 11 Pro Max.   https://www.tagar.id/iphone-12-akan-gendong-baterai-kapasitas-besar/?source=twitterÃÂ Ã¢â¬Â¦;kabarnya membekali baterai berkapasitas lebih;baterai positif;baterai negatif
"Cinematic video by iPhone 11

Pengalaman unik pas buat video ini tidak ada persiapan, batray juga tinggal 22% Ã°Å¸ËâÃ°Å¸Ëâ tapi lumayan lah bisa nandingin miroles Ã°Å¸Ëâ¹Ã°Å¸Ëâ¹ saya tidak pernah menggunakan alat bantu stabilizer dalam membuat video ini. @makemac #ShootoniPhone pic.twitter.com/dpu1oRopEw";cinematic video pengalaman unik pas video tidak persiapan baterai tinggal lumayan bisa nandingin miroles tidak alat bantu stabilizer video makemac shootoniphone;baterai positif;kamera positif,baterai negatif
Multitasking smooth.. tapi screen iPhone 11 pro sekalipun saya dah uji masih tak smooth;multitasking halus layar uji tidak halus;spesifikasi positif,general negatif;general negatif
Dr 2017 lalu aku pakai iphone 6s ini, skg baterainya udah ngedrop bgt, dr 100% ke 20% cuman tahan 30 menit. Liat harga iphone 11 pro yg udah mulai turun, emang inilah saatnya aku harus beli power bank.;pakai baterainya udah ngedrop cuman tahan menit liat harga udah turun harus beli power bank;harga positif;harga negatif,baterai positif
iPhone 11 biar fotonya bagus *LXC*  https://twitter.com/oliviabyexxyx/status/1267809902661009411ÃÂ Ã¢â¬Â¦;biar fotonya bagus lxc;kamera positif;kamera negatif
Jd pengen iphone 11. Cakep banget gambarnya;pengen bagus gambarnya;kamera positif;kamera negatif
Aku merasa hpku mulai kehilangan ketajaman kameranya. Apakah ini tandanya buat upgrade?? Ya abis beda banget bandingin sm iPhone 11 punya ponakan, bening bener dah gambarnya.;hpku kehilangan ketajaman kameranya tandanya upgrade abis beda bandingin ponakan bagus gambarnya;kamera positif;kamera negatif
wah cantiknya camera iphone 11 Ã°Å¸âÂÃ°Å¸ââÃ°Å¸âÂ;wah bagus kamera;kamera positif;kamera negatif
"iphone 11 buat user yg ga demen gonta ganti hp tiap tahun
batre jg lebih awet iphone";pengguna tidak suka ganti ganti baterai lebih awet;baterai positif;baterai negatif
iphone 11 megapro ini selain kameranya apanya dah yang unggul? perasaan wa migrasi dari 7 ke x ga banyak kemajuan;megapro kameranya apanya unggul perasaan wa migrasi tidak kemajuan;kamera positif;kamera negatif
Assalam min, saya pakai Iphone 11 dan pakai latest ios. Tapi dalam sehari mesti sekali or dua kali line saya akan hilang kejap pstu muncul Ã¢â¬Ëno serviceÃ¢â¬â¢. Lepas 5 sec mcmtu , dia okay balik. Saya dah try semua solutions kat Apple Support, tapi x jadi. Mcm mna ye min ? @XavierNaxa;assalam admin pakai pakai terbaru ios sehari line hilang muncul service sec ok coba solusi mendukung admin xaviernaxa;spesifikasi negatif;spesifikasi positif
Multitasking smooth.. tapi screen iPhone 11 pro sekalipun saya dah uji masih tak smooth;multitasking halus layar uji tidak halus;spesifikasi positif,general negatif;general negatif
Worth it bgt ni iphone11, nonton youtube puas bgt serasa nonton d tipi. Quality gambar ama speakernya bagus bgttt Ã°Å¸Ëâ Ã°Å¸Ëâ Ã°Å¸Ëâ ;sebanding nonton youtube puas serasa nonton tipi kualitas gambar speakernya bagus;kamera positif,general positif;kamera positif
Iphone 11 kameranya gaada obat;kameranya tidak lawan;kamera positif;kamera negatif
Iphone 11 pro max ccd banget ngentot!!!!;cacat;general positif;general negatif
Iphone 11 udah bagus kok batrenya, atau iphone XR awet batrenya;udah bagus baterai xr awet baterai;baterai positif;baterai negatif
WARNA BIRU BUAT SIS KELIRU Ã°Å¸Â¤Â¯ CANTIK KAN IPHONE 11 ? NAKKAN IPHONE YG HARGA MURAH N ORIGINAL ? BELI SEKARANG DI @waynegadgett . SELLER PERAMAH N BERKOMITED MEMASTIKAN IPHONE HAMPA CLEAR DARI SEBARANG VIRUSÃ¢ÂâÃ¢Ââ pic.twitter.com/evRYfyTuuM;warna biru keliru cantik nakkan harga murah n original beli waynegadgett seller peramah n berkomited hampa bersih sebarang virus;general positif;general negatif,harga positif
Fitur NFC di iPhone kini bisa digunakan untuk mengecek saldo hingga melakukan top-up e-money Bank Mandiri. #iPhone11 #NFC pic.twitter.com/ZHfVdQxkms;fitur nfc bisa mengecek saldo hingga top e money bank mandiri nfc;spesifikasi positif;general positif
"Bagi memastikan rakan saya membuat pilihan yang tepat. Perkara utama yang harus difahami adalah iPhone 11 adalah model berkelas separa mercu dan iPhone XS mercu. 

Namun iPhone 11 mempunyai kelebihan dari segi cip A13 Bionic dan dilancarkan pada tahun 2019.";rakan pilihan perkara utama harus difahami model berkelas separa mercu mercu kelebihan segi chipset bionic dilancarkan;spesifikasi positif;general negatif
"Pengen banget ganti iphone ke iphone 11 pro max

Tapi kok sayang banget duitnya yah keadaan masih kek gini..

Musti gimana yah biar bisa dapet pemasukan tambahan..?? Ada yang punya ide kah..?? Ã¢â¬â Buat bisnis  https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM7CADDPY3R73OLBX7D7SLNZN62UYY2Z2JFREM2RZ3KK3PYEIBJQUH4DB7YEV7M2VONS5LPBQLUIORJE2YHVWSCKGPBOHXYPXKSC27R6LPZSXYKHYE3DKHNFMLBOBB6QK46PGHLYM4ZDPVJMTRQSO2OPPSIUYFB5HK5NNIJ4H3TI43KFDU4EKQ====ÃÂ Ã¢â¬Â¦";pengen ganti sayang duitnya gini musti gimana biar bisa dapet pemasukan tambahan ide bisnis;harga negatif;general positif
"prefer iphone 11 sbb future proof, battery pun tahan sehari, ada 2 camera belakang, and chipset dia antara the best in the market

Ip X boleh je but banyak masalah sbb first model iphone yg fullscreen

ip xr pun ok tapi kekurangan, screen tak secantik ip 11 dan 1 camera belakang";prefer future proof baterai tahan sehari kamera chipset pasar je masalah perrtama model fullscreen xr ok kekurangan layar tidak cantik kamera;kamera positif,spesifikasi positif;baterai negatif,kamera negatif,general negatif
iphone 11 bagus yg purple apa yg tosca??,,plss bantu jawab Ã°Å¸ËÆÃ°Å¸Ëâ;bagus ungu tosca mohon bantu;general positif;general negatif
iphone 11 cantik2 warnanyaÃ°Å¸Â¥Âº;cantik warnanya;general positif;general negatif
Bjingan buka twitter di iphone 11 tapi di safarinya ya giniÃ°Å¸â¢â;buka twitter safarinya gini;spesifikasi negatif;general positif
Pake hape yg bagus aja. Iphone 11 Pro ato Samsung S20+ gitu. Pake mirrorless malah ga easy to use, ahaha;bagus ato samsung mirrorless malah tidak easy use ahaha;general positif;general negatif
"iPhone 11 dan iPhone XS juga berkemungkinan akan melalui situasi  yang sama. 

iPhone XS menggunakan spesifikasi terkini termasuklah skrin OLED serta menyokong telephoto berbanding iPhone 11 menyokong kamera lebar dan ultra lebar.";berkemungkinan situasi spesifikasi terkini termasuklah layar oled menyokong telephoto berbanding menyokong kamera lebar ultra lebar;kamera positif;general positif,kamera negatif
Saya mencadangkan kepadanya iPhone XS atas faktor tersebut walaupun saya akui iPhone 11 hadir dengan cip pemprosesan yang lebih berkuasa serta mungkin ada yang berminat kepada kamera ultra lebar.;mencadangkan faktor walaupun akui hadir chipset pemprosesan lebih memiliki berminat kamera ultra lebar;general positif,kamera positif;kamera negatif
Tak sama. Ip 12 akan menggunakan chip baru dan screen display OLED tidak seperti iphone 11 LED screen;tidak chip layar layar oled tidak led layar;spesifikasi positif,general positif;general negatif
Saranku iphone xs max ajaa.. karna iphone 11 itu cuma perbaikan dari iphon xr. Kecuali iphone 11 pro/pro max. Battery ip xs max itu mAh nya lebih besar ketimbah iphone 11. Kl secara kamera iphone 11 menang lah kamera depan. Kamera blkg sama2 12MP;saranku ajaa karna cuma perbaikan iphon xr kecuali baterai mah lebih ketimbah kamera menang kamera kamera mp;kamera positif,baterai positif;baterai negatif,kamera negatif
iPhone 11 kok lemot;lemot;spesifikasi negatif;general negatif
And hopefully harga iphone 12 pun akan kurang sebab dia tak datang dengan charger. Also ada peluang untuk Apple turunkan lagi harga iphone sebab dia dah jimat banyak. It is possible sebab harga asal iphone 11 sendiri pun lebih murah dari iphone Xr. Sedangkan iphone 11 is better.;hopefully harga kurang tidak charger also peluang turunkan harga jimat possible harga lebih murah xr lebih;harga positif;harga positif,baterai negatif
Iphone 11 sih karena lebih pas di tangan dan kameranya tuh lebih bagus. Chipsetnya juga lebih oke dr iphone xs max;lebih pas tangan kameranya tuh lebih bagus chipset lebih oke;kamera positif,spesifikasi positif;kamera positif
Aku sih mending yg memory besaaar. Iphone11 udah cukup bgt koook;lebih memori udah cukup;general positif;spesifikasi positif
"Bagi saya, jelas iPhone 11 ialah pilihan yg lebih baik

iPhone XS
Kelebihan :
1. OLED

iPhone 11
Kelebihan :
1. A13 Bionic
2. Ultra Wide lens
3. Night mode, Deep Fusion
4. Bateri tahan lebih lama  https://twitter.com/XavierNaxa/status/1270713421353242627ÃÂ Ã¢â¬Â¦";jelas pilihan lebih kelebihan oled kelebihan bionic ultra wide lens night mode deep fusion baterai tahan lebih;baterai positif;baterai negatif
A. iphone 11 kalau dijual bisa belanja di shopee  lagi #ShopeeID #ShopeeDariRumah;dijual bisa belanja;harga negatif;general negatif
Kalo sender lebih mentingin ketajaman layar mending Xs Max, tapi kalo buat keseluruhan ya iPhone 11 atuh, ultra wide angle nya cakep banget, chipsetnya juga terbaru.;lebih lebih ketajaman layar lebih keseluruhan ultra wide angle bagus chipset terbaru;baterai positif,spesifikasi positif;general positif
Tiba tiba rasa tak menyesal beli iphone 11  https://twitter.com/myappledotmy/status/1278259691236159491ÃÂ Ã¢â¬Â¦;tidak menyesal beli;general positif;general negatif
iphone 11 yg purple gemay bgt ga si hmÃ°Å¸Â¥Âº;ungu bagus tidak hm;general positif;general negatif
Sebenernya aneh kamera iphone 11 kaya android ih smooth gt:(;aneh kamera kaya android ih halus;kamera negatif;kamera positif
Berdasarkan laporan ini, saya boleh buat konklusi bahawa Apple menurunkan kapasiti mAh disebabkan mereka percaya cip A14 Bionic mampu memberikan jangka hayat yang sama seperti iPhone 11.;berdasarkan laporan kesimpulan bahawa menurunkan kapasitas mah disebabkan percaya chipset bionic mampu jangka tahan;baterai negatif,spesifikasi positif;baterai negatif
Iphone 11 nder , gua xr aja hasil nya udh gila bagus bgt, ambil yg 256gb, kalo andro kurang tau, kadang suka ada efek berlebih difotonya, dan di xr keatas ini efek bokeh bisa disetting diagramanya, jadi bisa seblur apa fotonya, ini berlaku buat kamera depan sm belakang;xr hasil udah bagus ambil gb android kurang tau kadang suka efek berlebih difotonya xr keatas efek bokeh bisa disetting diagramanya bisa seblur fotonya berlaku kamera;kamera positif;kamera negatif
hp iphone 11 tapi fotonya low quality semua..  pic.twitter.com/eW67jekiAR;fotonya low kualitas;kamera negatif;kamera positif
Iphone 11  pro paling murah 18jt . Bagi 5 hari so 3,6 jt . No rek nnti aku trf segitu selama 5 hari;murah jt jt rek nnti trf segitu;harga positif;harga negatif
iPhone 11 sumpah bateri tahan macam android yg bateri 4k mAh. Tak tipu, aku pakai 11 ni sehari charge sekali je. Kalau time tak pakai on low power mode lagi lama bateri tahan.;baterai tahan android baterai k mah tidak bohong pakai sehari charge je time tidak pakai hidup low power mode baterai tahan;baterai positif;baterai negatif
iPhone barunya doang mahal. secondnya murah. coba cek deh. 6+ aja ada yg 2jt. ya klo mau yang iphone 11 emang masih tinggi :);barunya mahal secondnya murah coba cek deh jt;harga negatif;harga positif
Iphone 11 is better ! Battery pun tahan 2 hari au;lebih baterai tahan au;baterai positif;baterai negatif
Sumpah bt bgt iphone 11 tuh ngecharge lama bgt gue kl mgecharge full bs 3 jam an dan baru ngesearch di google emg gt hrs beli fast chargingnya lg yg pro dan promax udh dpt charger fast charging hhh kesel  pic.twitter.com/r3berIG4iO;bt tuh charge gue mgecharge full bs jam ngesearch google emg hrs beli cepat chargingnya lg udah dpt charger cepat charger hhh kesel;general negatif;baterai negatif
sistem operasinya sangat lancar anti lemot;sistem operasinya lancar anti lemot;spesifikasi positif;spesifikasi negatif
iphone X memiliki ukuran layar 5,8 inchi yang membuat pengguna tidak bosan melihatnya;memiliki ukuran layar inchi pengguna tidak bosan;general positif;general negatif
ukuran kamera depan 7MP dan kamera belakang 12 MP sangat cocok dengan harga yang ditetapkan;ukuran kamera mp kamera mp cocok harga ditetapkan;kamera positif, harga positif;kamera positif,harga positif,general positif
Iphone 11 memiliki prosesor A13 yang mampu menghemat 40 persen pemakaian daya baterai;memiliki prosesor mampu menghemat persen pemakaian daya baterai;baterai positif;baterai negatif
Iphone 11 Pro tahan air dan dapat bertahan selama 30 menit;tahan air bertahan menit;general positif;general negatif
bagus banget nih kamera nya bisa jadi youtuber deh aku;bagus kamera bisa youtuber deh;kamera positif;kamera negatif
ih senang deh tiada hari tanpa selfie nih gara-gara kamera nya;ih senang deh tiada tanpa foto gara gara kamera;kamera positif;kamera negatif
pantas di kantong nih hp nya jadi gak ribet bawa tas;kantong tidak ribet bawa tas;general positif;general negatif
IOS nya selalu update yang terbaru nih, jangan takut ketinggalan IOS;ios perbarui terbaru jangan takut ketinggalan ios;spesifikasi positif;spesifikasi negatif
walaupun harganya sangat mahal tapi spesifikasinya sangat baik;walaupun harganya mahal spesifikasinya;harga negatif, spesifikasi positif;harga positif
Iphone memiliki memori internal yang besar sehingga tidak memerlukan memori eksternal;memiliki memori internal tidak memerlukan memori eksternal;spesifikasi positif;spesifikasi negatif
sayangnya ngecas iphone sehari bisa sampai 2 atau 3 kali;sayangnya ngecas sehari bisa;baterai negatif;general negatif
spesifikasi iphone 11 Pro memang sangat baik jadi wajar harganya pun relatif tinggi;spesifikasi wajar harganya relatif;spesifikasi positif, harga positif;harga positif
terkadang kapasitas baterai turun drastis ketika memperbarui IOS;terkadang kapasitas baterai turun drastis memperbarui ios;baterai negatif;baterai positif,spesifikasi positif
kamera nya kadang suka ga bisa fokus;kamera kadang suka tidak bisa fokus;kamera negatif;kamera positif
kecerahan dari kamera kadang suka tidak stabil;kecerahan kamera kadang suka tidak stabil;kamera negatif;kamera positif
hasil foto malam hari ga terlihat bagus;hasil foto malam tidak bagus;kamera negatif;kamera positif
efeknya gabisa nutupin jerawat nih;efeknya gabisa nutupin jerawat;kamera negatif;general negatif
makin kesini kameranya makin aneh ih, jelek;makin kesini kameranya makin aneh ih jelek;kamera negatif;kamera positif
baru beli, baterai nya awet banget bisa seharian dipakai main tiktok;beli baterai awet bisa seharian dipakai main tiktok;baterai positif;baterai negatif
ga perlu bawa casan kemana mana deh, baterai nya tahan banget;tidak bawa casan kemana deh baterai tahan;baterai positif;baterai negatif
udah pake sekitar 5 bulan, kesehatan baterainya tidak menurun;udah sekitar kesehatan baterainya tidak menurun;baterai positif;baterai negatif
sumpah ya awet bener seharian gila;awet seharian;baterai positif;general positif
ga nyesel sumpah beli iphone, baterai nya bisa nonton youtube seharian;tidak nyesel beli baterai bisa nonton youtube seharian;baterai positif;baterai negatif
ngecas nya ga perlu waktu lama loh;ngecas tidak waktu loh;baterai positif;general negatif
ngedit video tiktok cuman bisa 1 nih kalau kayak gini baterainya;ngedit video tiktok cuman bisa kayak gini baterainya;baterai negatif;kamera negatif,baterai positif
ini hp atau apa dah besar banget ukurannya;ukurannya;general negatif;general positif
capek juga genggam hp segede ini;capek genggam segede;general negatif;general positif
gila performanya bagus banget, cepat lagi;performanya bagus cepat;spesifikasi positif;general negatif
sumpah ini mah kalau main game anti lemot wkwk sistem operasinya lancar banget;mah main game anti lemot sistem operasinya lancar;spesifikasi positif;baterai negatif,spesifikasi negatif
makin kesini kinerja dan sistem operasinya makin baik dah;makin kesini kinerja sistem operasinya makin;spesifikasi positif;spesifikasi negatif
bisnis aku makin lancar deh kalau perfomanya kayak gini;bisnis makin lancar deh perfomanya kayak gini;spesifikasi positif;general positif
spesifikasinya gila memuaskan banget, tidak diragukan lagi;spesifikasinya memuaskan tidak diragukan;spesifikasi positif;general negatif
