Tweet;Tweet_Parsed;True_Label;Pred_Label
Worth it bgt ni iphone11, nonton youtube puas bgt serasa nonton d tipi. Quality gambar ama speakernya bagus bgttt Ã°Å¸Ëâ Ã°Å¸Ëâ Ã°Å¸Ëâ ;sebanding it sekali ini  nonton youtube puas sekali serasa nonton d tipi kualitas gambar sama speakernya bagus sekali ;general positif,kamera positif;kamera positif,general positif
Iphone 11 kameranya gaada obat; kameranya tidak lawan;kamera positif;kamera negatif
Iphone 11 udah bagus kok batrenya, atau iphone XR awet batrenya; udah bagus kok baterai atau  xr awet baterai;baterai positif;baterai negatif
spesifikasi semuanya sih worth it sih tergantung kemampuan duit masing masing. Cuma kalau ngurusin kamera saat low-light mungkin iPhone 11 lebih baik.;spesifikasi semuanya  sebanding it  tergantung kemampuan uang masing masing cuma kalau ngurusin kamera saat kecil light mungkin  lebih baik ;kamera positif;spesifikasi positif,kamera negatif
kamera IPHONE 11 KEREN PARAHHH;kamera  keren sekali;kamera positif;kamera negatif
WARNA BIRU BUAT SIS KELIRU Ã°Å¸Â¤Â¯ CANTIK KAN IPHONE 11 ? NAKKAN IPHONE YG harga MURAH N ORIGINAL ? BELI SEKARANG DI @waynegadgett . SELLER PERAMAH N BERKOMITED MEMASTIKAN IPHONE HAMPA CLEAR DARI SEBARANG VIRUSÃ¢ÂâÃ¢Ââ pic.twitter.com/evRYfyTuuM;warna biru buat  keliru cantik kan  nakkan   harga murah n original beli sekarang di waynegadgett seller peramah n berkomited memastikan  hampa bersih dari sebarang virus ;general positif,harga positif;general negatif,harga positif
"Bagi memastikan rakan saya membuat pilihan yang tepat. Perkara utama yang harus difahami adalah iPhone 11 adalah model berkelas separa mercu dan iPhone XS mercu. 

Namun iPhone 11 mempunyai kelebihan dari segi cip A13 Bionic dan dilancarkan pada tahun 2019.";bagi memastikan rakan saya membuat pilihan  tepat perkara utama  harus difahami adalah  adalah model berkelas separa mercu dan   mercu namun  mempunyai kelebihan dari segi chipset a bionic dan dilancarkan pada tahun ;spesifikasi positif;spesifikasi negatif
"Pengen banget ganti iphone ke iphone 11 pro max

Tapi kok sayang banget duitnya yah keadaan masih kek gini..

Musti gimana yah biar bisa dapet pemasukan tambahan..?? Ada yang punya ide kah..?? Ã¢â¬â Buat bisnis  https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM7CADDPY3R73OLBX7D7SLNZN62UYY2Z2JFREM2RZ3KK3PYEIBJQUH4DB7YEV7M2VONS5LPBQLUIORJE2YHVWSCKGPBOHXYPXKSC27R6LPZSXYKHYE3DKHNFMLBOBB6QK46PGHLYM4ZDPVJMTRQSO2OPPSIUYFB5HK5NNIJ4H3TI43KFDU4EKQ====ÃÂ Ã¢â¬Â¦"; menginginkan sekali ganti  ke    tapi kok sayang sekali duitnya  keadaan masih seperti seperti harus gimana  biar bisa dapet pemasukan tambahan ada  punya ide  buat bisnis ;harga negatif;general positif
"prefer iphone 11 sbb future proof, battery pun tahan sehari, ada 2 camera belakang, and chipset dia antara the best in the market

Ip X boleh je but banyak masalah sbb first model iphone yg fullscreen

ip xr pun ok tapi kekurangan, screen tak secantik ip 11 dan 1 camera belakang";prefer  karena future proof baterai  tahan sehari ada kamera belakang dan chipset dia antara  baik in  pasar   boleh je but banyak masalah karena pertama model   fullscreen  xr  ok tapi kekurangan layar tidak cantik  dan kamera belakang;spesifikasi positif,baterai positif,kamera positif,general negatif;baterai negatif,spesifikasi negatif,general negatif,kamera positif
iphone 11 bagus yg purple apa yg tosca??,,plss bantu jawab Ã°Å¸ËÆÃ°Å¸Ëâ; bagus  ungu apa  tosca mohon bantu jawab ;general positif;general negatif
iphone 11 cantik2 warnanyaÃ°Å¸Â¥Âº; cantik warnanya ;general positif;general negatif
Iphone 11 promax, soalnya keren banget apalagi warna warnanya menly;  soalnya keren sekali apalagi warna warnanya kasual;general positif;general negatif
Bjingan buka twitter di iphone 11 tapi di safarinya ya giniÃ°Å¸â¢â; buka twitter di  tapi di safarinya  seperti ;general positif;general negatif
Pake hape yg bagus aja. Iphone 11 Pro ato Samsung S20+ gitu. Pake mirrorless malah ga easy to use, ahaha;menggunakan   bagus    ato samsung s begitu menggunakan mirrorless malah tidak easy  use ahaha;general positif;general negatif
"iPhone 11 dan iPhone XS juga berkemungkinan akan melalui situasi  yang sama. 

iPhone XS menggunakan spesifikasi terkini termasuklah skrin OLED serta menyokong telephoto berbanding iPhone 11 menyokong kamera lebar dan ultra lebar."; dan   juga berkemungkinan akan melalui situasi  sama   menggunakan spesifikasi terkini termasuklah layar oled serta menyokong telephoto berbanding  menyokong kamera lebar dan ultra lebar ;spesifikasi positif,kamera positif;spesifikasi positif,general positif,kamera negatif
Saya mencadangkan kepadanya iPhone XS atas faktor tersebut walaupun saya akui iPhone 11 hadir dengan cip pemprosesan yang lebih berkuasa serta mungkin ada yang berminat kepada kamera ultra lebar.;saya mencadangkan kepadanya   atas faktor tersebut walaupun saya akui  hadir dengan chipset pemprosesan  lebih memiliki serta mungkin ada  berminat kepada kamera ultra lebar ;spesifikasi positif,kamera positif;spesifikasi negatif,kamera positif
Tak sama. Ip 12 akan menggunakan chip baru dan screen display OLED tidak seperti iphone 11 LED screen;tidak sama  akan menggunakan chip baru dan layar layar oled tidak seperti  led layar;spesifikasi positif,general positif;spesifikasi negatif,general negatif
iphone11 emang cute bgt, pantes cewek-cewek pada beli.; memang cute sekali pantes cewek cewek pada beli ;general positif;general negatif
Saranku iphone xs max ajaa.. karna iphone 11 itu cuma perbaikan dari iphon xr. Kecuali iphone 11 pro/pro max. Battery ip xs max itu mAh nya lebih besar ketimbah iphone 11. Kl secara kamera iphone 11 menang lah kamera depan. kamera blkg sama2 12MP;saranku    ajaa karna  itu cuma perbaikan dari iphon xr kecuali     baterai    itu mah  lebih besar ketimbah  kalau secara kamera  menang lah kamera depan kamera belakang sama mp;baterai positif,kamera positif;baterai negatif,kamera positif
iPhone 11 kok lemot; kok lambat;general negatif;general positif
And hopefully harga iphone 12 pun akan kurang sebab dia tak datang dengan charger. Also ada peluang untuk Apple turunkan lagi harga iphone sebab dia dah jimat banyak. It is possible sebab harga asal iphone 11 sendiri pun lebih murah dari iphone Xr. Sedangkan iphone 11 is better.;dan hopefully harga   akan kurang karena dia tidak datang dengan charger also ada peluang untuk  turunkan lagi harga  karena dia  jimat banyak it is possible karena harga asal  sendiri  lebih murah dari  xr sedangkan  is lebih baik ;harga positif;harga positif,baterai negatif
Iphone 11 sih karena lebih pas di tangan dan kameranya tuh lebih bagus. Chipsetnya juga lebih oke dr iphone xs max;  karena lebih saat di tangan dan kameranya tuh lebih bagus chipset juga lebih oke dari   ;kamera positif,spesifikasi positif;kamera negatif,spesifikasi negatif
"Bagi saya, jelas iPhone 11 ialah pilihan yg lebih baik

iPhone XS
Kelebihan :
1. OLED

iPhone 11
Kelebihan :
1. A13 Bionic
2. Ultra Wide lens
3. Night mode, Deep Fusion
4. Bateri tahan lebih lama  https://twitter.com/XavierNaxa/status/1270713421353242627ÃÂ Ã¢â¬Â¦";bagi saya jelas  adalah pilihan  lebih baik   kelebihan oled  kelebihan a bionic ultra wide lens night mode deep fusion baterai tahan lebih lama ;baterai positif;baterai negatif
A. iphone 11 kalau dijual bisa belanja di shopee  lagi #ShopeeID #ShopeeDariRumah;a  kalau dijual bisa belanja di  lagi  ;harga negatif;general negatif
Kalo sender lebih mentingin ketajaman layar mending Xs Max, tapi kalo buat keseluruhan ya iPhone 11 atuh, ultra wide angle nya cakep banget, chipsetnya juga terbaru.;kalau  lebih lebih penting ketajaman layar lebih baik   tapi kalau buat keseluruhan    ultra wide angle  bagus sekali chipset juga terbaru ;general positif,kamera positif,spesifikasi positif;general positif,kamera positif,spesifikasi negatif
Tiba tiba rasa tak menyesal beli iphone 11  https://twitter.com/myappledotmy/status/1278259691236159491ÃÂ Ã¢â¬Â¦;tiba tiba rasa tidak menyesal beli  ;general positif;general negatif
iphone 11 yg purple gemay bgt ga si hmÃ°Å¸Â¥Âº;  ungu bagus sekali tidak  hm ;general positif;general negatif
Sebenernya aneh kamera iphone 11 kaya android ih smooth gt:(;sebenarnya aneh kamera  kaya android  halus begitu ;kamera negatif;kamera positif
Iphone 11 kameranya kenapa aneh banget si; kameranya kenapa aneh sekali ;kamera positif;kamera negatif
Iphone 11 nder , gua xr aja hasil nya udh gila bagus bgt, ambil yg 256gb, kalo andro kurang tau, kadang suka ada efek berlebih difotonya, dan di xr keatas ini efek bokeh bisa disetting diagramanya, jadi bisa seblur apa fotonya, ini berlaku buat kamera depan sm belakang;  aku xr  hasil  udah sekali bagus sekali ambil  gb kalau android kurang tau kadang suka ada efek berlebih difotonya dan di xr keatas ini efek bokeh bisa disetting diagramanya jadi bisa seblur apa fotonya ini berlaku buat kamera depan dengan belakang;kamera positif;kamera negatif
Kalo kamera bagusan xs max dripda iphone 11. Mending kalo mau 11, langsung 11 promax aja.;kalau kamera bagusan   dripda  lebih baik kalau mau langsung   ;kamera positif;kamera negatif
kamera iphone 11 ngewiii sekali.  pic.twitter.com/4E402uaSxb;kamera  ngewiii sekali ;kamera positif;kamera negatif
iPhone 11 sumpah bateri tahan macam android yg bateri 4k mAh. Tak tipu, aku pakai 11 ni sehari charge sekali je. Kalau time tak pakai on low power mode lagi lama bateri tahan.;  baterai tahan seperti android  baterai k mah tidak bohong aku pakai ini sehari charge sekali je kalau time tidak pakai hidup kecil power mode lagi lama baterai tahan ;baterai positif;baterai negatif
iPhone barunya doang mahal. secondnya murah. coba cek deh. 6+ aja ada yg 2jt. ya klo mau yang iphone 11 emang masih tinggi :); barunya  mahal secondnya murah coba cek   ada  jt  kalau mau   memang masih tinggi ;harga negatif;harga positif
Iphone 11 is better ! Battery pun tahan 2 hari au; is lebih baik baterai  tahan hari au;baterai positif;baterai negatif
sistem operasinya sangat lancar anti lemot;sistem operasinya sangat lancar anti lambat;spesifikasi positif;spesifikasi negatif
iphone X memiliki ukuran layar 5,8 inchi yang membuat pengguna tidak bosan melihatnya;  memiliki ukuran layar inchi  membuat pengguna tidak bosan melihatnya;general positif;general negatif
ukuran kamera depan 7MP dan kamera belakang 12 MP sangat cocok dengan harga yang ditetapkan;ukuran kamera depan mp dan kamera belakang mp sangat cocok dengan harga  ditetapkan;kamera positif,harga positif;kamera negatif,harga positif,general positif
bagi pembisnis Iphone 11 sangat cocok karena memiliki performa yang sangat baik;bagi pembisnis  sangat cocok karena memiliki performa  sangat baik;spesifikasi positif;spesifikasi negatif
Iphone 11 memiliki prosesor A13 yang mampu menghemat 40 persen pemakaian daya baterai; memiliki prosesor a  mampu menghemat persen pemakaian daya baterai;baterai positif;baterai negatif
pengisian daya pada Iphone 11 super cepat;pengisian daya pada  super cepat;baterai positif;baterai negatif
Iphone 11 Pro tahan air dan dapat bertahan selama 30 menit;  tahan air dan dapat bertahan selama menit;general positif;general negatif
bagus banget nih kamera nya bisa jadi youtuber deh aku;bagus sekali  kamera  bisa jadi youtuber  aku;kamera positif;kamera negatif
ih senang deh tiada hari tanpa selfie nih gara-gara kamera nya; senang  tiada hari tanpa foto  gara gara kamera ;kamera positif;kamera negatif
pantas di kantong nih hp nya jadi gak ribet bawa tas;pantas di kantong    jadi tidak ribet bawa tas;general positif;general negatif
