Tweet;Tweet_Parsed;True_Label;Pred_Label
Sebenernya pengen bangeettt22222 ganti iphone 11 hanya krn ada warna mint green. Kaya gemesh gitu. Udah melipir ke ibox dan eraphone 2 apa 3 kali gitu, dan udah nanya2 hampir beli. Tapi seketika sadar, masih ada yang lain yg di prioritasin Ã°Å¸Ëâ¦;sebenarnya menginginkan bangeettt ganti  hanya karena ada warna mint hijau kaya bagus begitu udah pergi ke ibox dan eraphone apa sekali begitu dan udah nanya hampir beli tapi seketika sadar masih ada  lain  di prioritasin ;general positif;general positif
"Emang iphone11 ini lucu2 warnanya, yg lavender juga lucuu...
Btw aku salfok sama caption nya sih Ã°Å¸Â¤Â£";memang  ini lucu warnanya  ungu juga bagus  aku salah fokus sama judul   ;general positif;general positif
"Kelanjutan dari ""Zan gapunya iphone..."" (buat testing app) Pngn punya iphone (11) tp boros bgt belinya mahal and then God gives me (better alternative bcs its free) in a unexpected way. Iya iya punya kantor trs bukan tipe baru tp seneng~ Makasi bosku & universe Ã°Å¸ââ¹Ã°Å¸ââ¹Ã°Å¸ââ¹ Ã°Å¸Ëâ  pic.twitter.com/1uAKqTbAwb";kelanjutan dari zan gapunya  buat percobaan aplikasi ingin punya  tapi boros sekali belinya mahal dan then bagus memberi saya lebih baik alternatif karena its gratis in a tidak menyangka  iya iya punya kantor kemudian bukan tipe baru tapi seneng makasi bosku dunia ;harga negatif;harga negatif
Aku suka batery iphone 11 walaupon  capasity batery nya hanya 3000mhw tapi performance nya lebih baik daripada smartfone android yang berkapasiti 3000mhw .Satu sebab saya tak suka pakai android sebab batery nya selalu baterynya down mendadak;aku suka baterai  walaupun kapasitas baterai  hanya mhw tapi penampilan  lebih baik daripada smartfone android  berkapasiti mhw satu karena saya tidak suka pakai android karena baterai  selalu baterai turun mendadak;baterai negatif;baterai negatif
wowowoowow iphone iphone iphone 11 pro;wow    ;general positif;general positif
iPhone 11 purple cinta bgt sama.purple bagus cantik indah bgt Ã°Å¸ËÂ­Ã°Å¸ËÂ­Ã°Å¸ËÂ­; ungu cinta sekali sama ungu bagus cantik indah sekali ;general positif;general positif
dosenku iphone 11 ganti jd samsung s20 nder, brrti iphone bosenin wkwk;dosenku  ganti jadi samsung s  berarti  membosankan ;general negatif;general negatif
Knp iphone 11 aku tiba2 blank dekat sejam, smpai aku terpaksa letak dlm beras sbb dia blank dan phone jd panas lepas sejam letak dlm beras phone nyala lepastu battery habis padahal sblm padam tu battery full kot..adakah ini normal??;kenapa  aku tiba mati dekat sejam sampai aku terpaksa letak dalam beras karena dia mati dan  jadi panas setelah sejam letak dalam beras  nyala setelah baterai habis padahal sebelum mati itu baterai full kok adakah ini normal ;baterai negatif;baterai negatif
belilah fast charging for Iphone 11 sbb 5 watt charger yang dibekalkan amatlah slow;belilah cepat charger untuk  karena watt charger  dimasukan sekali lambat;baterai negatif;baterai negatif
Kl aku pake seperlunya, buat medsos, foto, urusin online shop masih aman sih. Kualitas kamera jg bagus. Tp kl cari yg nilainya masih tinggi tahun2 ke depannya yaa iphone 11, kl ip x aja skrg 7 jt udh dapet.;kalau aku menggunakan seperlunya buat media sosial foto urusin online shop masih aman  kualitas kamera juga bagus tapi kalau cari  nilainya masih tinggi tahun ke depannya yaa  kalau    sekarang jt udah dapet ;kamera positif;kamera positif
IPHONE 11 GUE GAK BOLEH DIPAKE MAIN RP ANJRIT.; gue tidak boleh digunakan main rp  ;general negatif;general negatif
"Sejak p10 sebenernya sdh gak kekejar sama iphone, tp sejak iphone 11 pro sptnya apple sdh mulai mau ngejar sih secara kualitas foto kalau dicetak.
Jeleknya kalau skrg jalan2 jadi males bawa kamera beneran, karena kamera hpku sdh pada bisa diandalkanÃ°Å¸Â¤Â£Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£Ã°Å¸ËÂ";sejak p sebenarnya sudah tidak kekejar sama  tapi sejak   sepertinya  sudah mulai mau raih  secara kualitas foto kalau dicetak jeleknya kalau sekarang jalan jadi malas bawa kamera beneran karena kamera hpku sudah pada bisa diandalkan ;kamera positif;kamera positif
Charge iphone 11 lambat nya minta ampooon Ã°Å¸Ëâ;charge  lambat  minta ampun ;baterai negatif;baterai negatif
Pengen iphone 11 yg warna kuning; menginginkan   warna kuning;general positif;general positif
IPHONE 11 PRO TU- MAHAL WEH-;  itu mahal weh ;harga negatif;harga negatif
iphone 11 camera sampah haha kalau 11 pro, pro max okay. iphone bab video dia power, kalau bab gambar huawei power lagi.; kamera sampah  kalau    ok  bab video dia power kalau bab gambar huawei power lagi ;kamera negatif;kamera negatif
Multitasking smooth.. tapi screen iPhone 11 pro sekalipun saya dah uji masih tak smooth;multitasking halus tapi layar   sekalipun saya  uji masih tidak halus;general negatif;general negatif
iphone 11 pro dipegang park haejin jadi kaya kecil bangett  pic.twitter.com/DLw5NdEgau;  dipegang park haejin jadi kaya kecil sekali ;general negatif;general negatif
Beda market man, jelas. Iphone 11 bukan buat fanboy, ngincer user yg baru mau masuk atau naik ke touch id less tp ga mikirin kualitas bahan sih;beda pasar man jelas  bukan buat fanboy ngincer pengguna  baru mau masuk atau naik ke touch id less tapi tidak mikirin kualitas bahan ;general negatif;general negatif
Ambil iphone 11. Saya baru tukar ke iphone SE dari Huawei P20. Battery agak mengecewakan tapi performance lain sangat superb.;ambil  saya baru tukar ke  se dari huawei p baterai agak mengecewakan tapi penampilan lain sangat  ;baterai negatif;baterai negatif
Jd pengen iphone 11. Cakep banget gambarnya;jadi menginginkan  bagus sekali gambarnya;kamera positif;kamera positif
Tergantung kebutuhan, tp kalo buat sehari2 ya pilih iphone 11 pro max ajah.;tergantung kebutuhan tapi kalau buat sehari  pilih    ajah ;general positif;general positif
Iphone 11 yg ungu cute bgt astaga :');  ungu cute sekali astaga ;general positif;general positif
nak iphone 11 warna hijau tuÃ°Å¸ËÂ­Ã°Å¸ËÂ­;ingin  warna hijau itu ;general positif;general positif
kamera iphone 11 lebih jernih daripada mataku;kamera  lebih jernih daripada mataku;kamera positif;kamera positif
"Ampe ntar android jg kebagian... 

Pembedanya nanti kualitas voice record nya aja.. iPhone 11 pro dan max emang cakep hasil record nya";ampe ntar android juga kebagian pembedanya nanti kualitas voice record     dan  memang bagus hasil record ;general positif;general positif
Multitasking smooth.. tapi screen iPhone 11 pro sekalipun saya dah uji masih tak smooth;multitasking halus tapi layar   sekalipun saya  uji masih tidak halus;general negatif;general negatif
Iyaaa iPhone 11 Purple & Green emang paling favorit sih. Cakep banget warnanya, kak Ã°Å¸Â¥Â°Ã°Å¸Â¤Â©;iya  ungu hijau memang paling favorit  bagus sekali warnanya kak ;general positif;general positif
Baru iphone 11 keatas yg ada pake slowmo di kamera depan;baru  keatas  ada menggunakan slowmo di kamera depan;kamera positif;kamera positif
Iphone 11 pro max ccd banget ngentot!!!!;   cacat sekali  ;general negatif;general negatif
Terus juga banyak yg blg iphone 11 itu kamera depannya kurang. Coba aja cari di youtube bnyak yg bahas.;terus juga banyak  bicara  itu kamera depannya kurang coba  cari di youtube banyak  bahas ;kamera negatif;kamera negatif
Aku pengen iphone 11 minn biar makin cakeppp kalo mau foto produkÃ°Å¸ËÂ­Ã°Å¸ËÂ­Ã°Å¸ËÂ­ #ReaquestGAShopee;aku menginginkan   biar makin bagus kalau mau foto produk reaquestgashopee;kamera positif;kamera positif
Terbaik bro ! Apa apa pun iphone 11 mmg terbaik for midrange phone Ã°Å¸Ëâ;terbaik  apa apa   memang terbaik untuk midrange  ;general positif;general positif
Fitur NFC di iPhone kini bisa digunakan untuk mengecek saldo hingga melakukan top-up e-money Bank Mandiri. #iPhone11 #NFC pic.twitter.com/ZHfVdQxkms;fitur nfc di  kini bisa digunakan untuk mengecek saldo hingga melakukan top up e money bank mandiri  nfc ;general positif;general positif
Berikut merupakan kapasiti mAh bagi iPhone 11 iPhone 11 - 3,110 mAh iPhone 11 Pro - 3,046 mAh iPhone 11 Pro Max - 3,969 mAh Berdasarkan perbandingan ini, iPhone 11 mempunyai mAh lebih tinggi berbanding iPhone 12.;berikut merupakan kapasitas mah bagi   mah   mah    mah berdasarkan perbandingan ini  mempunyai mah lebih tinggi berbanding  ;baterai positif;baterai positif
Aku sih mending yg memory besaaar. Iphone11 udah cukup bgt koook;aku  lebih baik  memori besar  udah cukup sekali ;spesifikasi positif;spesifikasi positif
Dan kenapa harganya skrg mahal? Krn dollar naik jd untuk iphone 11 series harganya juga ikut naik. Gitu lho. Jgn blg mahal bgt taun kmrn seginisegini, gue februari beli jg cuma 12 jt yg 128gb di ibox Ã°Å¸Ëâ¹;dan kenapa harganya sekarang mahal karena dollar naik jadi untuk  series harganya juga ikut naik begitu lho jgn bicara mahal sekali taun kmrn seginisegini gue februari beli juga cuma jt  gb di ibox ;harga negatif;harga negatif
Berdasarkan laporan ini, saya boleh buat konklusi bahawa Apple menurunkan kapasiti mAh disebabkan mereka percaya cip A14 Bionic mampu memberikan jangka hayat yang sama seperti iPhone 11.;berdasarkan laporan ini saya boleh buat kesimpulan bahawa  menurunkan kapasitas mah disebabkan mereka percaya chipset a bionic mampu memberikan jangka tahan  sama seperti  ;baterai negatif,spesifikasi positif;baterai negatif,spesifikasi positif
Lol.. Naksirrrrr banget sama ungu pastel nya iphone 11 Ã°Å¸Â¥Âº; menyukai sekali sama ungu pastel   ;general positif;general positif
hp iphone 11 tapi fotonya low quality semua..  pic.twitter.com/eW67jekiAR;  tapi fotonya kecil kualitas semua ;kamera negatif;kamera negatif
Iphone 11  pro paling murah 18jt . Bagi 5 hari so 3,6 jt . No rek nnti aku trf segitu selama 5 hari;  paling murah jt bagi hari so jt no rek nnti aku trf segitu selama hari;harga positif;harga positif
Sumpah bt bgt iphone 11 tuh ngecharge lama bgt gue kl mgecharge full bs 3 jam an dan baru ngesearch di google emg gt hrs beli fast chargingnya lg yg pro dan promax udh dpt charger fast charging hhh kesel  pic.twitter.com/r3berIG4iO; bt sekali  tuh charge lama sekali gue kalau charge full bisa jam an dan baru ngesearch di google emang begitu hrs beli cepat chargingnya lg   dan  udah dpt charger cepat charger  kesel ;baterai negatif;baterai negatif
hasil gambar menggunakan kamera mode wide angle sangat cantik dan natural;hasil gambar menggunakan kamera mode wide angle sangat cantik dan natural;kamera positif;kamera positif
harga Iphone X terhitung agak tinggi namun tidak akan kecewa setelah membelinya;harga   terhitung agak tinggi namun tidak akan kecewa setelah membelinya;harga negatif;harga negatif
desainnya emang paling unik dan simpel;desainnya memang paling unik dan simpel;general positif;general positif
sayangnya produk Iphone ini sangat rentan terjadi lecet sehingga pengguna harus menggunakan case hp;sayangnya produk  ini sangat rentan terjadi lecet sehingga pengguna harus menggunakan case ;general negatif;general negatif
pilihan case Iphone X dan Iphone 11 sangat beragam dan mudah ditemukan;pilihan case   dan  sangat beragam dan mudah ditemukan;general positif;general positif
selalu suka dan nyaman banget menggunakan Iphone;selalu suka dan nyaman sekali menggunakan ;general positif;general positif
kualitas gambar yang jernih membuat para pengguna tidak pernah kecewa membelinya;kualitas gambar  jernih membuat para pengguna tidak pernah kecewa membelinya;kamera positif;kamera positif
Iphone X tidak memiliki fitur pemindai sidik jari yang dianggap jauh lebih cepat dan mudah sehingga banyak pengguna yang kecewa;  tidak memiliki fitur pemindai sidik jari  dianggap jauh lebih cepat dan mudah sehingga banyak pengguna  kecewa;general negatif;general negatif
desain Iphone X terlihat hambar dan sedikit membosankan;desain   terlihat hambar dan sedikit membosankan;general negatif;general negatif
sayangnya baterai iphone sangat boros;sayangnya baterai  sangat boros;baterai negatif;baterai negatif
hasil pengambilan gambar dan video saat malam hari sangat memuaskan;hasil pengambilan gambar dan video saat malam hari sangat memuaskan;kamera positif;kamera positif
resolusi gambar dan video yang dihasilkan sangat bagus sehingga ketika di zoom tidak pecah;resolusi gambar dan video  dihasilkan sangat bagus sehingga ketika di zoom tidak pecah;kamera positif;kamera positif
pilihan warna pada Iphone sangat unik dan tidak membosankan;pilihan warna pada  sangat unik dan tidak membosankan;general positif;general positif
Iphone 11 memiliki fitur yang dapat mengatur keburaman latar belakang foto yang dapat menjadikan foto terlihat fokus pada satu objek; memiliki fitur  dapat mengatur keburaman latar belakang foto  dapat menjadikan foto terlihat fokus pada satu objek;kamera positif;kamera positif
Iphone 11 Pro didesain dengan dimensi layar yang lebih kecil sehingga nyaman untuk digenggam;  didesain dengan dimensi layar  lebih kecil sehingga nyaman untuk digenggam;general positif;general positif
Iphone 11 Pro memiliki tingkat kecerahan yang lebih baik;  memiliki tingkat kecerahan  lebih baik;general positif;general positif
kamera telefoto dan kamera ultra-wide masih terasa kurang greget;kamera telefoto dan kamera ultra wide masih terasa kurang greget;kamera negatif;kamera negatif
Iphone 11 Pro tidak menyediakan lubang audio;  tidak menyediakan lubang audio;general negatif;general negatif
baterai nya awet deh bisa seharian main tiktok;baterai  awet  bisa seharian main tiktok;baterai positif;baterai positif
ukuran layarnya sedikit kecil agak susah nih mau ngegame;ukuran layarnya sedikit kecil agak susah  mau ngegame;general negatif;general negatif
fitur-fitur kameranya bikin hasil foto cantik banget deh;fitur fitur kameranya membuat hasil foto cantik sekali ;kamera positif;kamera positif
walaupun harganya sangat mahal tapi spesifikasinya sangat baik;walaupun harganya sangat mahal tapi spesifikasinya sangat baik;harga negatif,spesifikasi positif;harga negatif,spesifikasi positif
makin banyak nih video tiktok aku karena hasilnya jernih banget;makin banyak  video tiktok aku karena hasilnya jernih sekali;kamera positif;kamera positif
jalan-jalan makin puas nih karena bisa dapatin foto-foto yang bagus;jalan jalan makin puas  karena bisa dapatin foto foto  bagus;kamera positif;kamera positif
Iphone 11 Pro tidak memiliki RAM yang cukup besar hanya 4GB;  tidak memiliki ram  cukup besar hanya gb;spesifikasi negatif;spesifikasi negatif
sayangnya ngecas iphone sehari bisa sampai 2 atau 3 kali;sayangnya charge  sehari bisa sampai atau sekali;baterai negatif;baterai negatif
aplikasi di iphone rata-rata banyak berbayar;aplikasi di  rata rata banyak berbayar;general negatif;general negatif
baterai sangat boros sehingga selalu membawa cas kemana-mana;baterai sangat boros sehingga selalu membawa cas kemana mana;baterai negatif;baterai negatif
kecerahan dari kamera kadang suka tidak stabil;kecerahan dari kamera kadang suka tidak stabil;kamera negatif;kamera negatif
banyak yang komen kamera 3 nya kayak kompor ih;banyak  komen kamera  kayak kompor ;kamera negatif;kamera negatif
gaada efek glowingnya nih kamera;tidak efek glowingnya  kamera;kamera negatif;kamera negatif
sumpah biasa aja nih kameranya ga ada bagus bagusnya; biasa   kameranya tidak ada bagus bagusnya;kamera negatif;kamera negatif
udah kayak minuman boba aja tu kamera banyak bener;udah kayak minuman boba  itu kamera banyak benar;kamera negatif;kamera negatif
lebih irit baterainya dari varian sebelumnya;lebih irit baterainya dari varian sebelumnya;baterai positif;baterai positif
boros banget gila baterainya;boros sekali sekali baterainya;baterai negatif;baterai negatif
jadi nyesel beli iphone kalau tau baterai nya boros begini;jadi menyesal beli  kalau tau baterai  boros begini;baterai negatif;baterai negatif
sumpah ya baru main sejam udah habis aja ini baterai;  baru main sejam udah habis  ini baterai;baterai negatif;baterai negatif
baterai nya ga bisa dicopot nih;baterai  tidak bisa dicopot ;baterai negatif;baterai negatif
udah kayak air terjun nih baterai cepat banget ngalirnya;udah kayak air terjun  baterai cepat sekali ngalirnya;baterai negatif;baterai negatif
ini hp atau apa dah besar banget ukurannya;ini  atau apa  besar sekali ukurannya;general negatif;general negatif
kalau jatuh keliatan lecetnya karna desainya mengkilap;kalau jatuh keliatan lecetnya karna desainya mengkilap;general negatif;general negatif
terlalu besar ukurannya jadi susah masuk saku;terlalu besar ukurannya jadi susah masuk saku;general negatif;general negatif
bisnis aku makin lancar deh kalau perfomanya kayak gini;bisnis aku makin lancar  kalau perfomanya kayak seperti;general positif;general positif
sayang ini RAM nya hanya 3GB;sayang ini ram  hanya gb;spesifikasi negatif;spesifikasi negatif
fitur sidik jari dihapus kan jadi ribet;fitur sidik jari dihapus kan jadi ribet;general negatif;general negatif
sebel banget tombol tengahnya dihilangkan;kesal sekali tombol tengahnya dihilangkan;general negatif;general negatif
sebel banget lubang audio nya gaada;kesal sekali lubang audio  tidak;general negatif;general negatif
fitur-fiturnya banyak diganti nih jadi agak ribet;fitur fiturnya banyak diganti  jadi agak ribet;general negatif;general negatif
agak kecewa sih RAM nya ga meningkat;agak kecewa  ram  tidak meningkat;spesifikasi negatif;spesifikasi negatif
wajar sih harga nya segitu karena pemakaiannya dalam jangka lama;wajar  harga  segitu karena pemakaiannya dalam jangka lama;harga positif;harga positif
harga iphone x masih terjangkau kok;harga   masih terjangkau kok;harga positif;harga positif
barang bermerek dengan harga segitu wajar dong;barang bermerek dengan harga segitu wajar ;harga positif;harga positif
ada kualitas ada harga wkwk;ada kualitas ada harga ;harga positif;harga positif
ga turun turun nih harganya iphone tetap aja tinggi;tidak turun turun  harganya  tetap  tinggi;harga negatif;harga negatif
kamera iphone 11 sedikit lebih bagus dibanding pesaingnya dan untuk kualitas hasil jepretannya juga oke;kamera  sedikit lebih bagus dibanding pesaingnya dan untuk kualitas hasil jepretannya juga oke;kamera positif;kamera positif
Ngga suka sekali warna merah buat iphone 11;ngga suka sekali warna merah buat  ;general negatif;general negatif
Baterai iphone x dan 11 ngga ada bedanya, sangat boros;baterai   dan ngga ada bedanya sangat boros;baterai negatif;baterai negatif
Dari segi harga emang keduanya sama mahalnya tapi kualitas kamera tetep ip 11 dihati;dari segi harga memang keduanya sama mahalnya tapi kualitas kamera tetep  dihati;harga negatif,kamera positif;harga negatif,kamera positif
Spek ip X dan 11 ngga beda jauh, biasa aja ngga terlalu hebat;spek   dan ngga beda jauh biasa  ngga terlalu hebat;spesifikasi negatif;spesifikasi negatif
Nyesel buru-buru beli iphone X yang akhirnya spesifikasinya sama aja kayak iphone 11 wkwk;menyesal buru buru beli    akhirnya spesifikasinya sama  kayak  ;spesifikasi negatif;spesifikasi negatif
Daya tahan baterai iphone 11 sedikit lebih baik dibanding ip X;daya tahan baterai  sedikit lebih baik dibanding  ;baterai positif;baterai positif
harga oke lah untuk iphone 11 masih masuk sama isi kantong;harga oke lah untuk  masih masuk sama isi kantong;harga positif;harga positif
Speaker iphone X kenapa jelek banget ya kayak agak mendelep gitu;speaker   kenapa jelek sekali  kayak agak mendelep begitu;general negatif;general negatif
Hasil video di iphone 11 bagus banget. Suka banget parah;hasil video di  bagus sekali suka sekali parah;kamera positif;kamera positif
Kecepatan charging iphone 11 lebih cepat dibanding ip X, padahal casannya sama aja. Tapi okelah...;kecepatan charger  lebih cepat dibanding   padahal casannya sama  tapi okelah ;baterai positif;baterai positif
Iphone 11 iOS nya terbaru, ngga sabar nunggu keluar. Udah liat previewnya, bagus sangat.; ios  terbaru ngga sabar nunggu keluar udah liat previewnya bagus sangat ;spesifikasi positif;spesifikasi positif
RAM ip 11 lebih oke 1 Gb dibanding ip X, langsung gas beli;ram  lebih oke gb dibanding   langsung gas beli;spesifikasi positif;spesifikasi positif
Coba kamera iphonne 11 buat pertama kali ternyata night mode keren banget hasilnya terang lebih terang dari iphone x;coba kamera iphonne buat pertama sekali ternyata night mode keren sekali hasilnya terang lebih terang dari  ;kamera positif;kamera positif
hari ini mau keluar buat beli sayur sekalian coba kamera hp baru ku dan ternyata hasilnya ga mengecewakan;hari ini mau keluar buat beli sayur sekalian coba kamera  baru ku dan ternyata hasilnya tidak mengecewakan;kamera positif;kamera positif
pake ip 11 pro backlight selfie bisa jadi bagus;menggunakan   backlight foto bisa jadi bagus;kamera positif;kamera positif
hasil poto kamera ip 11 pro ga kalah sama dslr bro;hasil poto kamera   tidak kalah sama dslr ;kamera positif;kamera positif
ternyata kameranya ga sebagus yang orang bilang tuh;ternyata kameranya tidak sebagus  orang bilang tuh;kamera negatif;kamera negatif
kalo emang incer hp ip 11 pro cuma buat kameranya sih mending beli dslr sekalian lebih bagus;kalau memang incer    cuma buat kameranya  lebih baik beli dslr sekalian lebih bagus;kamera negatif;kamera negatif
biasa aja tuh kameranya;biasa  tuh kameranya;kamera negatif;kamera negatif
kok gue ga ngerasa ada perbedaan yang signifikan buat kualitas kameranya;kok gue tidak ngerasa ada perbedaan  signifikan buat kualitas kameranya;kamera negatif;kamera negatif
ga wow banget kameranya ah, lebay;tidak wow sekali kameranya ah lebay;kamera negatif;kamera negatif
kurang bagus sih kameranya, kalau diliat dari harganya yang mahal ga setimpal banget;kurang bagus  kameranya kalau diliat dari harganya  mahal tidak setimpal sekali;kamera negatif,harga negatif;kamera negatif,harga negatif
penempatan kameranya bikin jelek, aneh gitu jadinya liatnya;penempatan kameranya membuat jelek aneh begitu jadinya liatnya;kamera negatif;kamera negatif
gila ip 11 beneran fast charging 30 menit doang langsung full tuh;sekali  beneran cepat charger menit  langsung full tuh;baterai positif;baterai positif
Saya punya kebiasaan untuk mengisi daya ponsel sepanjang malam, dan sejauh ini kesehatan baterai masih 100%.;saya punya kebiasaan untuk mengisi daya ponsel sepanjang malam dan sejauh ini kesehatan baterai masih ;baterai positif;baterai positif
Apple bilang iPhone 11 iPhone 11 Pro dan iPhone 11 Pro Max memiliki masa pakai baterai sehari tapi tidak juga tuh masa pakai baterai saya kurang dari 24 jam.; bilang    dan    memiliki masa pakai baterai sehari tapi tidak juga tuh masa pakai baterai saya kurang dari jam ;baterai negatif;baterai negatif
waktu isi daya baterai sampai penuh lama juga;waktu isi daya baterai sampai penuh lama juga;baterai negatif;baterai negatif
aku ga ngerasa baterai hp ip 11 ini lebih awet dari ip seris lain sih, malah lebih boros;aku tidak ngerasa baterai   ini lebih awet dari  seris lain  malah lebih boros;baterai negatif;baterai negatif
baterainya ga tahan dipakai buat seharian harus isi ulang mulu;baterainya tidak tahan dipakai buat seharian harus isi ulang mulu;baterai negatif;baterai negatif
dipake buat nge game ga tahan sih baterainya;digunakan buat nge game tidak tahan  baterainya;baterai negatif;baterai negatif
ga kuat sih baterainya kalau dipake seharian;tidak kuat  baterainya kalau digunakan seharian;baterai negatif;baterai negatif
baterai nya ga kuat dipake lama lama;baterai  tidak kuat digunakan lama lama;baterai negatif;baterai negatif
cepet abis baterainya;cepat abis baterainya;baterai negatif;baterai negatif
bole sih harga segitu, emang spesifikasi hp nya bagus juga;bole  harga segitu memang spesifikasi   bagus juga;harga positif,spesifikasi positif;harga positif,spesifikasi positif
ternyata ip 11 murah, kiarain bakal lebih mahal lagi harganya wkwk;ternyata  murah kiarain bakal lebih mahal lagi harganya ;harga positif;harga positif
ya murah sih menurut gue, soalnya kan emang barang bermerek jadi ya wajar aja; murah  menurut gue soalnya kan memang barang bermerek jadi  wajar ;harga positif;harga positif
harga iphone 11 murah kok, gue beli ga nyampe 10 juta;harga  murah kok gue beli tidak nyampe juta;harga positif;harga positif
kirain harganya bakalan mahal banget ternyata engga mahal kok;kirain harganya bakalan mahal sekali ternyata engga mahal kok;harga positif;harga positif
ga setimapal sih menurut gue harganya, kemahalan kalo cuma buat beli hp doang mending beli laptop sekalian;tidak setimapal  menurut gue harganya kemahalan kalau cuma buat beli   lebih baik beli laptop sekalian;harga negatif;harga negatif
harganya ga masuk akal, bikin nangis;harganya tidak masuk akal membuat suka;harga negatif;harga negatif
layarnya lebar, enak dipake;layarnya lebar enak digunakan;general positif;general positif
pilihan warnanya banyak banget, unik dan lucu lucu;pilihan warnanya banyak sekali unik dan bagus bagus;general positif;general positif
gue suka sih sama model ip 11 ini, keliatan fresh dan unik;gue suka  sama model  ini keliatan fresh dan unik;general positif;general positif
ip 11 banyak banget pilihan warnanya, bagus semua; banyak sekali pilihan warnanya bagus semua;general positif;general positif
hpnya gede tapi enak sih jadinya liat ke layar;hpnya besar tapi enak  jadinya liat ke layar;general positif;general positif
layarnya jelek banget, rentan retak meskipun ada pelindung layar.;layarnya jelek sekali rentan retak meskipun ada pelindung layar ;general negatif;general negatif
ga ada yang spesial dari design hpnya, ga begitu beda dari series yang lain;tidak ada  spesial dari design hpnya tidak begitu beda dari series  lain;general negatif;general negatif
layarnya gampang retak, harus pake pelindung sih;layarnya gampang retak harus menggunakan pelindung ;general negatif;general negatif
model hpnya ga unik tuh, modelnya mirip yang seris xr;model hpnya tidak unik tuh modelnya mirip  seris xr;general negatif;general negatif
modelnya kaya yang murahan;modelnya kaya  murahan;general negatif;general negatif
layar bezelnya masih tebel kaya seris yang lama, ga enak liatanya;layar bezelnya masih tebel kaya seris  lama tidak enak liatanya;general negatif;general negatif
dalam kardusnya cuma ada hp sama kabel doang, buat earpodnya harus beli terpisah;dalam kardusnya cuma ada  sama kabel  buat earpodnya harus beli terpisah;general negatif;general negatif
memori RAM nya kecil banget, gabisa pake banyak app sekaligus;memori ram  kecil sekali gabisa menggunakan banyak aplikasi sekaligus;spesifikasi negatif;spesifikasi negatif
kecewa sih spesifikasinya ga sekeren yang diharapkan;kecewa  spesifikasinya tidak sekeren  diharapkan;spesifikasi negatif;spesifikasi negatif
suka banget iphone 11 pro kamera ultra wide nya;suka sekali   kamera ultra wide ;kamera positif;kamera positif
resolusinya sih kaya kamera slr;resolusinya  kaya kamera slr;kamera positif;kamera positif
kameranya bikin jatuh cinta;kameranya membuat jatuh cinta;kamera positif;kamera positif
iphone makin keatas makin keren kameranya; makin keatas makin keren kameranya;kamera positif;kamera positif
