Tweet;Tweet_Parsed;True_Label;Pred_Label
Iyaaa kan. Cakep banget iPhone 11 Pro & 11 Pro Max Ã°Å¸Â¤Â©;iya kan bagus sekali     ;general positif;general positif
"@iphonefess halo sore ka, mau nanya nih. iPhone 11 Pro Max ku kemarin kehabisan baterai, terus aku charger eh jadi lama banget. Seharian cuma masuk sekitar 40%. Lambang charging nyala, n semua normal ngga panas. Kira2 apanya ka?
Tolong dibantu ya, tks Ã°Å"; iphonefess halo sore ka mau tanya     ku kemarin kehabisan baterai terus aku charger eh jadi lama sekali seharian cuma masuk sekitar lambang charger nyala n semua normal ngga panas kira apanya ka  dibantu  terimakasih ;baterai negatif;baterai negatif
"Iphone x max bagus kameranya iphone 11 jg bagus hehehe ...
Gua selfie pake hp itu cakep.

Tp gua selfie pake hp gua ini jele Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£";   bagus kameranya  juga bagus  aku foto menggunakan  itu bagus tapi aku foto menggunakan  aku ini jele ;kamera positif;kamera positif
iphone 11 promax kamera bgus hp bgus;  kamera bagus  bagus;kamera positif;kamera positif
pake iphone 11 kakak biar videonya makin cetar;menggunakan  kakak biar videonya makin cetar;kamera positif;kamera positif
Kl aku pake seperlunya, buat medsos, foto, urusin online shop masih aman sih. Kualitas kamera jg bagus. Tp kl cari yg nilainya masih tinggi tahun2 ke depannya yaa iphone 11, kl ip x aja skrg 7 jt udh dapet.;kalau aku menggunakan seperlunya buat media sosial foto urusin online shop masih aman  kualitas kamera juga bagus tapi kalau cari  nilainya masih tinggi tahun ke depannya yaa  kalau    sekarang jt udah dapet ;kamera positif;kamera positif
yaallah tergoda iphone 11 warna biru. eh apase warna sebenere. pokok biru jareku;yaallah tergoda  warna biru eh apa warna sebenere pokok biru suka;general positif;general positif
Haih cantiknya camera depan iphone 11 Ã°Å¸ËÅ; bagus kamera depan  ;kamera positif;kamera positif
"Beli iphone 11 kemaren niat nya cuman mau beli mouse buat laptop, trus iseng nanya Ã¢â¬Åini berapa bang? Yg warna itu? Ternyata dikasih 11 pro biasa kecil ga sadar.
2hari kmudian nanya ke salesnya Ã¢â¬Åkok kecil ku mau yg max brp? Ã¢â¬ÅYdh ambil silver 256gb.

Riyalife tamat.";beli  kemaren niat  cuman mau beli mouse buat laptop lalu iseng tanya ini berapa bang  warna itu ternyata dikasih  biasa kecil tidak sadar hari kmudian tanya ke salesnya kok kecil ku mau   berapa yasudah ambil silver gb riyalife tamat ;general negatif;general negatif
iPhone 11 yang warna ungu cakep kali:( blm move on Ã°Å¸Â¥Âº;  warna ungu bagus sekali belum move hidup ;general positif;general positif
Charge iphone 11 lambat nya minta ampooon Ã°Å¸Ëâ;charge  lambat  minta ampun ;baterai negatif;baterai negatif
Pengen iphone 11 yg warna kuning; menginginkan   warna kuning;general positif;general positif
IPHONE 11 PRO TU- MAHAL WEH-;  itu mahal weh ;harga negatif;harga negatif
Oh terus kalo iphone kameranya yang bisa selfie wide baru iphone 11, lu samsung aja biar kalo kita selfie bareng gampang WKWKWKWKWK; terus kalau  kameranya  bisa foto wide baru  kamu samsung  biar kalau kita foto bareng gampang wkwkwkwkwk;kamera positif;kamera positif
Kabarnya #Apple akan membekali #iPhone 12 dengan baterai berkapasitas yang lebih besar dari iPhone 11 Pro Max.   https://www.tagar.id/iphone-12-akan-gendong-baterai-kapasitas-besar/?source=twitterÃÂ Ã¢â¬Â¦;kabarnya  akan membekali  dengan baterai berkapasitas  lebih besar dari    ;baterai positif;baterai positif
iphone 11 camera sampah haha kalau 11 pro, pro max okay. iphone bab video dia power, kalau bab gambar huawei power lagi.; kamera sampah  kalau    ok  bab video dia power kalau bab gambar huawei power lagi ;kamera negatif;kamera negatif
iPhone 11 biar fotonya bagus *LXC*  https://twitter.com/oliviabyexxyx/status/1267809902661009411ÃÂ Ã¢â¬Â¦; biar fotonya bagus lxc ;kamera positif;kamera positif
Beda market man, jelas. Iphone 11 bukan buat fanboy, ngincer user yg baru mau masuk atau naik ke touch id less tp ga mikirin kualitas bahan sih;beda pasar man jelas  bukan buat fanboy ngincer pengguna  baru mau masuk atau naik ke touch id less tapi tidak mikirin kualitas bahan ;general negatif;general negatif
Ambil iphone 11. Saya baru tukar ke iphone SE dari Huawei P20. Battery agak mengecewakan tapi performance lain sangat superb.;ambil  saya baru tukar ke  se dari huawei p baterai agak mengecewakan tapi penampilan lain sangat  ;baterai negatif;baterai negatif
Jd pengen iphone 11. Cakep banget gambarnya;jadi menginginkan  bagus sekali gambarnya;kamera positif;kamera positif
Tergantung kebutuhan, tp kalo buat sehari2 ya pilih iphone 11 pro max ajah.;tergantung kebutuhan tapi kalau buat sehari  pilih    ajah ;general positif;general positif
Aku merasa hpku mulai kehilangan ketajaman kameranya. Apakah ini tandanya buat upgrade?? Ya abis beda banget bandingin sm iPhone 11 punya ponakan, bening bener dah gambarnya.;aku merasa hpku mulai kehilangan ketajaman kameranya apakah ini tandanya buat upgrade  abis beda sekali bandingin dengan  punya ponakan bagus benar  gambarnya ;kamera positif;kamera positif
Iphone 11 yg ungu cute bgt astaga :');  ungu cute sekali astaga ;general positif;general positif
wah cantiknya camera iphone 11 Ã°Å¸âÂÃ°Å¸ââÃ°Å¸âÂ;wah bagus kamera  ;kamera positif;kamera positif
nak iphone 11 warna hijau tuÃ°Å¸ËÂ­Ã°Å¸ËÂ­;ingin  warna hijau itu ;general positif;general positif
iphone 11 megapro ini selain kameranya apanya dah yang unggul? perasaan wa migrasi dari 7 ke x ga banyak kemajuan; megapro ini selain kameranya apanya   unggul perasaan wa migrasi dari ke  tidak banyak kemajuan;kamera positif;kamera positif
kamera iphone 11 lebih jernih daripada mataku;kamera  lebih jernih daripada mataku;kamera positif;kamera positif
"Ampe ntar android jg kebagian... 

Pembedanya nanti kualitas voice record nya aja.. iPhone 11 pro dan max emang cakep hasil record nya";ampe ntar android juga kebagian pembedanya nanti kualitas voice record     dan  memang bagus hasil record ;general positif;general positif
Iyaaa iPhone 11 Purple & Green emang paling favorit sih. Cakep banget warnanya, kak Ã°Å¸Â¥Â°Ã°Å¸Â¤Â©;iya  ungu hijau memang paling favorit  bagus sekali warnanya kak ;general positif;general positif
Worth it bgt ni iphone11, nonton youtube puas bgt serasa nonton d tipi. Quality gambar ama speakernya bagus bgttt Ã°Å¸Ëâ Ã°Å¸Ëâ Ã°Å¸Ëâ ;sebanding it sekali ini  nonton youtube puas sekali serasa nonton d tipi kualitas gambar sama speakernya bagus sekali ;general positif,kamera positif;general positif,kamera positif
Baru iphone 11 keatas yg ada pake slowmo di kamera depan;baru  keatas  ada menggunakan slowmo di kamera depan;kamera positif;kamera positif
Iphone 11 pro max ccd banget ngentot!!!!;   cacat sekali  ;general negatif;general negatif
Iphone 11 udah bagus kok batrenya, atau iphone XR awet batrenya; udah bagus kok baterai atau  xr awet baterai;baterai positif;baterai positif
Aku pengen iphone 11 minn biar makin cakeppp kalo mau foto produkÃ°Å¸ËÂ­Ã°Å¸ËÂ­Ã°Å¸ËÂ­ #ReaquestGAShopee;aku menginginkan   biar makin bagus kalau mau foto produk reaquestgashopee;kamera positif;kamera positif
kamera IPHONE 11 KEREN PARAHHH;kamera  keren sekali;kamera positif;kamera positif
Terbaik bro ! Apa apa pun iphone 11 mmg terbaik for midrange phone Ã°Å¸Ëâ;terbaik  apa apa   memang terbaik untuk midrange  ;general positif;general positif
Fitur NFC di iPhone kini bisa digunakan untuk mengecek saldo hingga melakukan top-up e-money Bank Mandiri. #iPhone11 #NFC pic.twitter.com/ZHfVdQxkms;fitur nfc di  kini bisa digunakan untuk mengecek saldo hingga melakukan top up e money bank mandiri  nfc ;general positif;general positif
"Bagi memastikan rakan saya membuat pilihan yang tepat. Perkara utama yang harus difahami adalah iPhone 11 adalah model berkelas separa mercu dan iPhone XS mercu. 

Namun iPhone 11 mempunyai kelebihan dari segi cip A13 Bionic dan dilancarkan pada tahun 2019.";bagi memastikan rakan saya membuat pilihan  tepat perkara utama  harus difahami adalah  adalah model berkelas separa mercu dan   mercu namun  mempunyai kelebihan dari segi chipset a bionic dan dilancarkan pada tahun ;spesifikasi positif;spesifikasi positif
iphone 11 bagus yg purple apa yg tosca??,,plss bantu jawab Ã°Å¸ËÆÃ°Å¸Ëâ; bagus  ungu apa  tosca mohon bantu jawab ;general positif;general positif
iphone 11 cantik2 warnanyaÃ°Å¸Â¥Âº; cantik warnanya ;general positif;general positif
Iphone 11 promax, soalnya keren banget apalagi warna warnanya menly;  soalnya keren sekali apalagi warna warnanya kasual;general positif;general positif
Bjingan buka twitter di iphone 11 tapi di safarinya ya giniÃ°Å¸â¢â; buka twitter di  tapi di safarinya  seperti ;general positif;general positif
Pake hape yg bagus aja. Iphone 11 Pro ato Samsung S20+ gitu. Pake mirrorless malah ga easy to use, ahaha;menggunakan   bagus    ato samsung s begitu menggunakan mirrorless malah tidak easy  use ahaha;general positif;general positif
iphone11 emang cute bgt, pantes cewek-cewek pada beli.; memang cute sekali pantes cewek cewek pada beli ;general positif;general positif
Saranku iphone xs max ajaa.. karna iphone 11 itu cuma perbaikan dari iphon xr. Kecuali iphone 11 pro/pro max. Battery ip xs max itu mAh nya lebih besar ketimbah iphone 11. Kl secara kamera iphone 11 menang lah kamera depan. kamera blkg sama2 12MP;saranku    ajaa karna  itu cuma perbaikan dari iphon xr kecuali     baterai    itu mah  lebih besar ketimbah  kalau secara kamera  menang lah kamera depan kamera belakang sama mp;baterai positif,kamera positif;baterai positif,kamera positif
Berikut merupakan kapasiti mAh bagi iPhone 11 iPhone 11 - 3,110 mAh iPhone 11 Pro - 3,046 mAh iPhone 11 Pro Max - 3,969 mAh Berdasarkan perbandingan ini, iPhone 11 mempunyai mAh lebih tinggi berbanding iPhone 12.;berikut merupakan kapasitas mah bagi   mah   mah    mah berdasarkan perbandingan ini  mempunyai mah lebih tinggi berbanding  ;baterai positif;baterai positif
iPhone 11 kok lemot; kok lambat;general negatif;general negatif
Iphone 11 sih karena lebih pas di tangan dan kameranya tuh lebih bagus. Chipsetnya juga lebih oke dr iphone xs max;  karena lebih saat di tangan dan kameranya tuh lebih bagus chipset juga lebih oke dari   ;kamera positif,spesifikasi positif;kamera positif,spesifikasi positif
Aku sih mending yg memory besaaar. Iphone11 udah cukup bgt koook;aku  lebih baik  memori besar  udah cukup sekali ;spesifikasi positif;spesifikasi positif
Dan kenapa harganya skrg mahal? Krn dollar naik jd untuk iphone 11 series harganya juga ikut naik. Gitu lho. Jgn blg mahal bgt taun kmrn seginisegini, gue februari beli jg cuma 12 jt yg 128gb di ibox Ã°Å¸Ëâ¹;dan kenapa harganya sekarang mahal karena dollar naik jadi untuk  series harganya juga ikut naik begitu lho jgn bicara mahal sekali taun kmrn seginisegini gue februari beli juga cuma jt  gb di ibox ;harga negatif;harga negatif
"Bagi saya, jelas iPhone 11 ialah pilihan yg lebih baik

iPhone XS
Kelebihan :
1. OLED

iPhone 11
Kelebihan :
1. A13 Bionic
2. Ultra Wide lens
3. Night mode, Deep Fusion
4. Bateri tahan lebih lama  https://twitter.com/XavierNaxa/status/1270713421353242627ÃÂ Ã¢â¬Â¦";bagi saya jelas  adalah pilihan  lebih baik   kelebihan oled  kelebihan a bionic ultra wide lens night mode deep fusion baterai tahan lebih lama ;baterai positif;baterai positif
Kalo sender lebih mentingin ketajaman layar mending Xs Max, tapi kalo buat keseluruhan ya iPhone 11 atuh, ultra wide angle nya cakep banget, chipsetnya juga terbaru.;kalau  lebih lebih penting ketajaman layar lebih baik   tapi kalau buat keseluruhan    ultra wide angle  bagus sekali chipset juga terbaru ;general positif,kamera positif,spesifikasi positif;general positif,kamera positif,spesifikasi positif
iphone 11 yg purple gemay bgt ga si hmÃ°Å¸Â¥Âº;  ungu bagus sekali tidak  hm ;general positif;general positif
Iphone 11 kameranya kenapa aneh banget si; kameranya kenapa aneh sekali ;kamera positif;kamera positif
Berdasarkan laporan ini, saya boleh buat konklusi bahawa Apple menurunkan kapasiti mAh disebabkan mereka percaya cip A14 Bionic mampu memberikan jangka hayat yang sama seperti iPhone 11.;berdasarkan laporan ini saya boleh buat kesimpulan bahawa  menurunkan kapasitas mah disebabkan mereka percaya chipset a bionic mampu memberikan jangka tahan  sama seperti  ;baterai negatif,spesifikasi positif;baterai negatif,spesifikasi positif
Iphone 11 nder , gua xr aja hasil nya udh gila bagus bgt, ambil yg 256gb, kalo andro kurang tau, kadang suka ada efek berlebih difotonya, dan di xr keatas ini efek bokeh bisa disetting diagramanya, jadi bisa seblur apa fotonya, ini berlaku buat kamera depan sm belakang;  aku xr  hasil  udah sekali bagus sekali ambil  gb kalau android kurang tau kadang suka ada efek berlebih difotonya dan di xr keatas ini efek bokeh bisa disetting diagramanya jadi bisa seblur apa fotonya ini berlaku buat kamera depan dengan belakang;kamera positif;kamera positif
Lol.. Naksirrrrr banget sama ungu pastel nya iphone 11 Ã°Å¸Â¥Âº; menyukai sekali sama ungu pastel   ;general positif;general positif
hp iphone 11 tapi fotonya low quality semua..  pic.twitter.com/eW67jekiAR;  tapi fotonya kecil kualitas semua ;kamera negatif;kamera negatif
Kalo kamera bagusan xs max dripda iphone 11. Mending kalo mau 11, langsung 11 promax aja.;kalau kamera bagusan   dripda  lebih baik kalau mau langsung   ;kamera positif;kamera positif
Iphone 11  pro paling murah 18jt . Bagi 5 hari so 3,6 jt . No rek nnti aku trf segitu selama 5 hari;  paling murah jt bagi hari so jt no rek nnti aku trf segitu selama hari;harga positif;harga positif
kamera iphone 11 ngewiii sekali.  pic.twitter.com/4E402uaSxb;kamera  ngewiii sekali ;kamera positif;kamera positif
iPhone 11 sumpah bateri tahan macam android yg bateri 4k mAh. Tak tipu, aku pakai 11 ni sehari charge sekali je. Kalau time tak pakai on low power mode lagi lama bateri tahan.;  baterai tahan seperti android  baterai k mah tidak bohong aku pakai ini sehari charge sekali je kalau time tidak pakai hidup kecil power mode lagi lama baterai tahan ;baterai positif;baterai positif
iPhone barunya doang mahal. secondnya murah. coba cek deh. 6+ aja ada yg 2jt. ya klo mau yang iphone 11 emang masih tinggi :); barunya  mahal secondnya murah coba cek   ada  jt  kalau mau   memang masih tinggi ;harga negatif;harga negatif
Iphone 11 is better ! Battery pun tahan 2 hari au; is lebih baik baterai  tahan hari au;baterai positif;baterai positif
Sumpah bt bgt iphone 11 tuh ngecharge lama bgt gue kl mgecharge full bs 3 jam an dan baru ngesearch di google emg gt hrs beli fast chargingnya lg yg pro dan promax udh dpt charger fast charging hhh kesel  pic.twitter.com/r3berIG4iO; bt sekali  tuh charge lama sekali gue kalau charge full bisa jam an dan baru ngesearch di google emang begitu hrs beli cepat chargingnya lg   dan  udah dpt charger cepat charger  kesel ;baterai negatif;baterai negatif
hasil gambar menggunakan kamera mode wide angle sangat cantik dan natural;hasil gambar menggunakan kamera mode wide angle sangat cantik dan natural;kamera positif;kamera positif
harga Iphone X terhitung agak tinggi namun tidak akan kecewa setelah membelinya;harga   terhitung agak tinggi namun tidak akan kecewa setelah membelinya;harga negatif;harga negatif
desainnya emang paling unik dan simpel;desainnya memang paling unik dan simpel;general positif;general positif
sayangnya produk Iphone ini sangat rentan terjadi lecet sehingga pengguna harus menggunakan case hp;sayangnya produk  ini sangat rentan terjadi lecet sehingga pengguna harus menggunakan case ;general negatif;general negatif
pilihan case Iphone X dan Iphone 11 sangat beragam dan mudah ditemukan;pilihan case   dan  sangat beragam dan mudah ditemukan;general positif;general positif
selalu suka dan nyaman banget menggunakan Iphone;selalu suka dan nyaman sekali menggunakan ;general positif;general positif
desain Iphone X terlihat hambar dan sedikit membosankan;desain   terlihat hambar dan sedikit membosankan;general negatif;general negatif
sayangnya baterai iphone sangat boros;sayangnya baterai  sangat boros;baterai negatif;baterai negatif
hasil pengambilan gambar dan video saat malam hari sangat memuaskan;hasil pengambilan gambar dan video saat malam hari sangat memuaskan;kamera positif;kamera positif
pilihan warna pada Iphone sangat unik dan tidak membosankan;pilihan warna pada  sangat unik dan tidak membosankan;general positif;general positif
Iphone 11 memiliki fitur yang dapat mengatur keburaman latar belakang foto yang dapat menjadikan foto terlihat fokus pada satu objek; memiliki fitur  dapat mengatur keburaman latar belakang foto  dapat menjadikan foto terlihat fokus pada satu objek;kamera positif;kamera positif
bagi pembisnis Iphone 11 sangat cocok karena memiliki performa yang sangat baik;bagi pembisnis  sangat cocok karena memiliki performa  sangat baik;spesifikasi positif;spesifikasi positif
Iphone 11 memiliki prosesor A13 yang mampu menghemat 40 persen pemakaian daya baterai; memiliki prosesor a  mampu menghemat persen pemakaian daya baterai;baterai positif;baterai positif
pengisian daya pada Iphone 11 super cepat;pengisian daya pada  super cepat;baterai positif;baterai positif
Iphone 11 Pro tahan air dan dapat bertahan selama 30 menit;  tahan air dan dapat bertahan selama menit;general positif;general positif
Iphone 11 Pro didesain dengan dimensi layar yang lebih kecil sehingga nyaman untuk digenggam;  didesain dengan dimensi layar  lebih kecil sehingga nyaman untuk digenggam;general positif;general positif
Iphone 11 Pro memiliki tingkat kecerahan yang lebih baik;  memiliki tingkat kecerahan  lebih baik;general positif;general positif
kamera telefoto dan kamera ultra-wide masih terasa kurang greget;kamera telefoto dan kamera ultra wide masih terasa kurang greget;kamera negatif;kamera negatif
Iphone 11 Pro tidak menyediakan lubang audio;  tidak menyediakan lubang audio;general negatif;general negatif
bagus banget nih kamera nya bisa jadi youtuber deh aku;bagus sekali  kamera  bisa jadi youtuber  aku;kamera positif;kamera positif
baterai nya awet deh bisa seharian main tiktok;baterai  awet  bisa seharian main tiktok;baterai positif;baterai positif
ih senang deh tiada hari tanpa selfie nih gara-gara kamera nya; senang  tiada hari tanpa foto  gara gara kamera ;kamera positif;kamera positif
ukuran layarnya sedikit kecil agak susah nih mau ngegame;ukuran layarnya sedikit kecil agak susah  mau ngegame;general negatif;general negatif
walaupun harganya sangat mahal tapi spesifikasinya sangat baik;walaupun harganya sangat mahal tapi spesifikasinya sangat baik;harga negatif,spesifikasi positif;harga negatif,spesifikasi positif
Iphone memiliki memori internal yang besar sehingga tidak memerlukan memori eksternal; memiliki memori internal  besar sehingga tidak memerlukan memori eksternal;spesifikasi positif;spesifikasi positif
makin banyak nih video tiktok aku karena hasilnya jernih banget;makin banyak  video tiktok aku karena hasilnya jernih sekali;kamera positif;kamera positif
Iphone 11 Pro tidak memiliki RAM yang cukup besar hanya 4GB;  tidak memiliki ram  cukup besar hanya gb;spesifikasi negatif;spesifikasi negatif
sayangnya ngecas iphone sehari bisa sampai 2 atau 3 kali;sayangnya charge  sehari bisa sampai atau sekali;baterai negatif;baterai negatif
baterai sangat boros sehingga selalu membawa cas kemana-mana;baterai sangat boros sehingga selalu membawa cas kemana mana;baterai negatif;baterai negatif
kamera nya kadang suka ga bisa fokus;kamera  kadang suka tidak bisa fokus;kamera negatif;kamera negatif
gaada efek glowingnya nih kamera;tidak efek glowingnya  kamera;kamera negatif;kamera negatif
sumpah biasa aja nih kameranya ga ada bagus bagusnya; biasa   kameranya tidak ada bagus bagusnya;kamera negatif;kamera negatif
makin kesini kameranya makin aneh ih, jelek;makin kesini kameranya makin aneh  jelek;kamera negatif;kamera negatif
baru beli, baterai nya awet banget bisa seharian dipakai main tiktok;baru beli baterai  awet sekali bisa seharian dipakai main tiktok;baterai positif;baterai positif
udah pake sekitar 5 bulan, kesehatan baterainya tidak menurun;udah menggunakan sekitar bulan kesehatan baterainya tidak menurun;baterai positif;baterai positif
lebih irit baterainya dari varian sebelumnya;lebih irit baterainya dari varian sebelumnya;baterai positif;baterai positif
boros banget gila baterainya;boros sekali sekali baterainya;baterai negatif;baterai negatif
jadi nyesel beli iphone kalau tau baterai nya boros begini;jadi menyesal beli  kalau tau baterai  boros begini;baterai negatif;baterai negatif
baterai nya ga bisa dicopot nih;baterai  tidak bisa dicopot ;baterai negatif;baterai negatif
udah kayak air terjun nih baterai cepat banget ngalirnya;udah kayak air terjun  baterai cepat sekali ngalirnya;baterai negatif;baterai negatif
kalau jatuh keliatan lecetnya karna desainya mengkilap;kalau jatuh keliatan lecetnya karna desainya mengkilap;general negatif;general negatif
terlalu besar ukurannya jadi susah masuk saku;terlalu besar ukurannya jadi susah masuk saku;general negatif;general negatif
gila performanya bagus banget, cepat lagi;sekali performanya bagus sekali cepat lagi;general positif;general positif
bisnis aku makin lancar deh kalau perfomanya kayak gini;bisnis aku makin lancar  kalau perfomanya kayak seperti;general positif;general positif
