Tweet;Tweet_Parsed;True_Label;Pred_Label
"Kelanjutan dari ""Zan gapunya iphone..."" (buat testing app) Pngn punya iphone (11) tp boros bgt belinya mahal and then God gives me (better alternative bcs its free) in a unexpected way. Iya iya punya kantor trs bukan tipe baru tp seneng~ Makasi bosku & universe Ã°Å¸ââ¹Ã°Å¸ââ¹Ã°Å¸ââ¹ Ã°Å¸Ëâ  pic.twitter.com/1uAKqTbAwb";kelanjutan zan gapunya percobaan aplikasi ingin boros belinya mahal bagus lebih alternatif gratis tidak menyangka iya iya kantor bukan tipe seneng makasi bosku dunia;harga negatif;harga negatif
Aku suka batery iphone 11 walaupon  capasity batery nya hanya 3000mhw tapi performance nya lebih baik daripada smartfone android yang berkapasiti 3000mhw .Satu sebab saya tak suka pakai android sebab batery nya selalu baterynya down mendadak;suka baterai walaupun kapasitas baterai hanya mhw penampilan lebih smartfone android berkapasiti mhw tidak suka pakai android baterai baterai turun mendadak;baterai negatif;baterai negatif
dosenku iphone 11 ganti jd samsung s20 nder, brrti iphone bosenin wkwk;dosenku ganti samsung membosankan;general negatif;general negatif
"@iphonefess halo sore ka, mau nanya nih. iPhone 11 Pro Max ku kemarin kehabisan baterai, terus aku charger eh jadi lama banget. Seharian cuma masuk sekitar 40%. Lambang charging nyala, n semua normal ngga panas. Kira2 apanya ka?
Tolong dibantu ya, tks Ã°Å";iphonefess halo sore ka ku kemarin kehabisan baterai charger eh seharian cuma masuk sekitar lambang charger nyala n normal ngga panas apanya ka dibantu terimakasih;baterai negatif;baterai negatif
Kl aku pake seperlunya, buat medsos, foto, urusin online shop masih aman sih. Kualitas kamera jg bagus. Tp kl cari yg nilainya masih tinggi tahun2 ke depannya yaa iphone 11, kl ip x aja skrg 7 jt udh dapet.;media sosial foto urusin online shop aman kualitas kamera bagus cari nilainya depannya yaa jt udah dapet;kamera positif;kamera positif
yaallah tergoda iphone 11 warna biru. eh apase warna sebenere. pokok biru jareku;yaallah tergoda warna biru eh warna sebenere pokok biru suka;general positif;general positif
"Beli iphone 11 kemaren niat nya cuman mau beli mouse buat laptop, trus iseng nanya Ã¢â¬Åini berapa bang? Yg warna itu? Ternyata dikasih 11 pro biasa kecil ga sadar.
2hari kmudian nanya ke salesnya Ã¢â¬Åkok kecil ku mau yg max brp? Ã¢â¬ÅYdh ambil silver 256gb.

Riyalife tamat.";beli kemaren niat cuman beli mouse laptop iseng bang warna dikasih biasa kecil tidak sadar kmudian salesnya kecil ku yasudah ambil silver gb riyalife tamat;general negatif;general negatif
"Sejak p10 sebenernya sdh gak kekejar sama iphone, tp sejak iphone 11 pro sptnya apple sdh mulai mau ngejar sih secara kualitas foto kalau dicetak.
Jeleknya kalau skrg jalan2 jadi males bawa kamera beneran, karena kamera hpku sdh pada bisa diandalkanÃ°Å¸Â¤Â£Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£Ã°Å¸ËÂ";p tidak kekejar raih kualitas foto dicetak jeleknya jalan malas bawa kamera beneran kamera hpku bisa diandalkan;kamera positif;kamera positif
Pengen iphone 11 yg warna kuning;pengen warna kuning;general positif;general positif
Oh terus kalo iphone kameranya yang bisa selfie wide baru iphone 11, lu samsung aja biar kalo kita selfie bareng gampang WKWKWKWKWK;kameranya bisa foto wide samsung biar foto bareng gampang wkwkwkwkwk;kamera positif;kamera positif
iphone 11 camera sampah haha kalau 11 pro, pro max okay. iphone bab video dia power, kalau bab gambar huawei power lagi.;kamera sampah ok bab video power bab gambar huawei power;kamera negatif;kamera negatif
iphone 11 pro dipegang park haejin jadi kaya kecil bangett  pic.twitter.com/DLw5NdEgau;dipegang park haejin kaya kecil;general negatif;general negatif
Beda market man, jelas. Iphone 11 bukan buat fanboy, ngincer user yg baru mau masuk atau naik ke touch id less tp ga mikirin kualitas bahan sih;beda pasar man jelas bukan fanboy ngincer pengguna masuk touch id less tidak mikirin kualitas bahan;general negatif;general negatif
Ambil iphone 11. Saya baru tukar ke iphone SE dari Huawei P20. Battery agak mengecewakan tapi performance lain sangat superb.;ambil tukar huawei p baterai agak mengecewakan penampilan;baterai negatif;baterai negatif
Tergantung kebutuhan, tp kalo buat sehari2 ya pilih iphone 11 pro max ajah.;tergantung kebutuhan sehari pilih ajah;general positif;general positif
Iphone 11 yg ungu cute bgt astaga :');ungu cute astaga;general positif;general positif
nak iphone 11 warna hijau tuÃ°Å¸ËÂ­Ã°Å¸ËÂ­;ingin warna hijau;general positif;general positif
kamera iphone 11 lebih jernih daripada mataku;kamera lebih jernih mataku;kamera positif;kamera positif
"Ampe ntar android jg kebagian... 

Pembedanya nanti kualitas voice record nya aja.. iPhone 11 pro dan max emang cakep hasil record nya";ampe ntar android kebagian pembedanya kualitas voice record bagus hasil record;general positif;general positif
Iyaaa iPhone 11 Purple & Green emang paling favorit sih. Cakep banget warnanya, kak Ã°Å¸Â¥Â°Ã°Å¸Â¤Â©;iya ungu hijau favorit bagus warnanya kak;general positif;general positif
Baru iphone 11 keatas yg ada pake slowmo di kamera depan;keatas slowmo kamera;kamera positif;kamera positif
Terus juga banyak yg blg iphone 11 itu kamera depannya kurang. Coba aja cari di youtube bnyak yg bahas.;bicara kamera depannya kurang coba cari youtube bahas;kamera negatif;kamera negatif
Spesifikasi semuanya sih worth it sih tergantung kemampuan duit masing masing. Cuma kalau ngurusin kamera saat low-light mungkin iPhone 11 lebih baik.;spesifikasi sebanding tergantung kemampuan uang cuma ngurusin kamera low light lebih;kamera positif;kamera positif
Aku pengen iphone 11 minn biar makin cakeppp kalo mau foto produkÃ°Å¸ËÂ­Ã°Å¸ËÂ­Ã°Å¸ËÂ­ #ReaquestGAShopee;pengen biar makin bagus foto produk reaquestgashopee;kamera positif;kamera positif
KAMERA IPHONE 11 KEREN PARAHHH;kamera keren;kamera positif;kamera positif
Terbaik bro ! Apa apa pun iphone 11 mmg terbaik for midrange phone Ã°Å¸Ëâ;terbaik terbaik midrange;general positif;general positif
Iphone 11 promax, soalnya keren banget apalagi warna warnanya menly;keren warna warnanya kasual;general positif;general positif
iphone11 emang cute bgt, pantes cewek-cewek pada beli.;cute pantes cewek cewek beli;general positif;general positif
Berikut merupakan kapasiti mAh bagi iPhone 11 iPhone 11 - 3,110 mAh iPhone 11 Pro - 3,046 mAh iPhone 11 Pro Max - 3,969 mAh Berdasarkan perbandingan ini, iPhone 11 mempunyai mAh lebih tinggi berbanding iPhone 12.;kapasitas mah mah mah mah berdasarkan perbandingan mah lebih berbanding;baterai positif;baterai positif
Dan kenapa harganya skrg mahal? Krn dollar naik jd untuk iphone 11 series harganya juga ikut naik. Gitu lho. Jgn blg mahal bgt taun kmrn seginisegini, gue februari beli jg cuma 12 jt yg 128gb di ibox Ã°Å¸Ëâ¹;harganya mahal dollar series harganya lho jgn bicara mahal taun kmrn seginisegini gue februari beli cuma jt gb ibox;harga positif;harga positif
Iphone 11 kameranya kenapa aneh banget si;kameranya aneh;kamera positif;kamera positif
Lol.. Naksirrrrr banget sama ungu pastel nya iphone 11 Ã°Å¸Â¥Âº;menyukai ungu pastel;general positif;general positif
Kalo kamera bagusan xs max dripda iphone 11. Mending kalo mau 11, langsung 11 promax aja.;kamera bagusan dripda lebih langsung;kamera positif;kamera positif
Kamera iphone 11 ngewiii sekali.  pic.twitter.com/4E402uaSxb;kamera ngewiii;kamera positif;kamera positif
hasil gambar menggunakan kamera mode wide angle sangat cantik dan natural;hasil gambar kamera mode wide angle cantik natural;kamera positif;kamera positif
harga Iphone X terhitung agak tinggi namun tidak akan kecewa setelah membelinya;harga terhitung agak tidak kecewa membelinya;harga negatif;harga negatif
desainnya emang paling unik dan simpel;desainnya unik simpel;general positif;general positif
sayangnya produk Iphone ini sangat rentan terjadi lecet sehingga pengguna harus menggunakan case hp;sayangnya produk rentan lecet pengguna harus case;general negatif;general negatif
pilihan case Iphone X dan Iphone 11 sangat beragam dan mudah ditemukan;pilihan case beragam mudah ditemukan;general positif;general positif
selalu suka dan nyaman banget menggunakan Iphone;suka nyaman;general positif;general positif
kualitas gambar yang jernih membuat para pengguna tidak pernah kecewa membelinya;kualitas gambar jernih pengguna tidak kecewa membelinya;kamera positif;kamera positif
Iphone X tidak memiliki fitur pemindai sidik jari yang dianggap jauh lebih cepat dan mudah sehingga banyak pengguna yang kecewa;tidak memiliki fitur pemindai sidik jari dianggap lebih cepat mudah pengguna kecewa;general negatif;general negatif
desain Iphone X terlihat hambar dan sedikit membosankan;desain hambar sedikit membosankan;general negatif;general negatif
sayangnya baterai iphone sangat boros;sayangnya baterai boros;baterai negatif;baterai negatif
hasil pengambilan gambar dan video saat malam hari sangat memuaskan;hasil pengambilan gambar video malam memuaskan;kamera positif;kamera positif
resolusi gambar dan video yang dihasilkan sangat bagus sehingga ketika di zoom tidak pecah;resolusi gambar video dihasilkan bagus zoom tidak pecah;kamera positif;kamera positif
pilihan warna pada Iphone sangat unik dan tidak membosankan;pilihan warna unik tidak membosankan;general positif;general positif
Iphone 11 memiliki fitur yang dapat mengatur keburaman latar belakang foto yang dapat menjadikan foto terlihat fokus pada satu objek;memiliki fitur mengatur keburaman latar foto menjadikan foto fokus objek;kamera positif;kamera positif
bagi pembisnis Iphone 11 sangat cocok karena memiliki performa yang sangat baik;pembisnis cocok memiliki performa;general positif;general positif
pengisian daya pada Iphone 11 super cepat;pengisian daya super cepat;baterai positif;baterai positif
Iphone 11 Pro didesain dengan dimensi layar yang lebih kecil sehingga nyaman untuk digenggam;didesain dimensi layar lebih kecil nyaman digenggam;general positif;general positif
Iphone 11 Pro memiliki tingkat kecerahan yang lebih baik;memiliki tingkat kecerahan lebih;general positif;general positif
kamera telefoto dan kamera ultra-wide masih terasa kurang greget;kamera telefoto kamera ultra wide kurang greget;kamera negatif;kamera negatif
Iphone 11 Pro tidak menyediakan lubang audio;tidak menyediakan lubang audio;general negatif;general negatif
baterai nya awet deh bisa seharian main tiktok;baterai awet deh bisa seharian main tiktok;baterai positif;baterai positif
ukuran layarnya sedikit kecil agak susah nih mau ngegame;ukuran layarnya sedikit kecil agak susah ngegame;general negatif;general negatif
fitur-fitur kameranya bikin hasil foto cantik banget deh;fitur fitur kameranya hasil foto cantik deh;kamera positif;kamera positif
makin banyak nih video tiktok aku karena hasilnya jernih banget;makin video tiktok hasilnya jernih;kamera positif;kamera positif
jalan-jalan makin puas nih karena bisa dapatin foto-foto yang bagus;jalan jalan makin puas bisa dapatin foto foto bagus;kamera positif;kamera positif
Iphone 11 Pro tidak memiliki RAM yang cukup besar hanya 4GB;tidak memiliki ram cukup hanya gb;spesifikasi negatif;spesifikasi negatif
aplikasi di iphone rata-rata banyak berbayar;aplikasi berbayar;general negatif;general negatif
baterai sangat boros sehingga selalu membawa cas kemana-mana;baterai boros membawa cas kemana;baterai negatif;baterai negatif
banyak yang komen kamera 3 nya kayak kompor ih;komen kamera kayak kompor ih;kamera negatif;kamera negatif
gaada efek glowingnya nih kamera;tidak efek glowingnya kamera;kamera negatif;kamera negatif
sumpah biasa aja nih kameranya ga ada bagus bagusnya;biasa kameranya tidak bagus bagusnya;kamera negatif;kamera negatif
udah kayak minuman boba aja tu kamera banyak bener;udah kayak minuman boba kamera;kamera negatif;kamera negatif
lebih irit baterainya dari varian sebelumnya;lebih irit baterainya varian;baterai positif;baterai positif
boros banget gila baterainya;boros baterainya;baterai negatif;baterai negatif
jadi nyesel beli iphone kalau tau baterai nya boros begini;nyesel beli tau baterai boros;baterai negatif;baterai negatif
sumpah ya baru main sejam udah habis aja ini baterai;main sejam udah habis baterai;baterai negatif;baterai negatif
baterai nya ga bisa dicopot nih;baterai tidak bisa dicopot;baterai negatif;baterai negatif
udah kayak air terjun nih baterai cepat banget ngalirnya;udah kayak air terjun baterai cepat ngalirnya;baterai negatif;baterai negatif
kalau jatuh keliatan lecetnya karna desainya mengkilap;jatuh keliatan lecetnya karna desainya mengkilap;general negatif;general negatif
terlalu besar ukurannya jadi susah masuk saku;ukurannya susah masuk saku;general negatif;general negatif
sayang ini RAM nya hanya 3GB;sayang ram hanya gb;spesifikasi negatif;spesifikasi negatif
ih cuman ada memori internal nih gaada memori eksternalnya;ih cuman memori internal tidak memori eksternalnya;spesifikasi negatif;spesifikasi negatif
agak kecewa sih RAM nya ga meningkat;agak kecewa ram tidak meningkat;spesifikasi negatif;spesifikasi negatif
wajar sih harga nya segitu karena pemakaiannya dalam jangka lama;wajar harga segitu pemakaiannya jangka;harga positif;harga positif
harga iphone x masih terjangkau kok;harga terjangkau;harga positif;harga positif
barang bermerek dengan harga segitu wajar dong;barang bermerek harga segitu wajar;harga positif;harga positif
ada kualitas ada harga wkwk;kualitas harga;harga positif;harga positif
ketahanan lama untuk harga segitu wajar banget;ketahanan harga segitu wajar;harga positif;harga positif
ga turun turun nih harganya iphone tetap aja tinggi;tidak turun turun harganya;harga negatif;harga negatif
Coba kamera iphonne 11 buat pertama kali ternyata night mode keren banget hasilnya terang lebih terang dari iphone x;coba kamera iphonne night mode keren hasilnya terang lebih terang;kamera positif;kamera positif
pake ip 11 pro backlight selfie bisa jadi bagus;backlight foto bisa bagus;kamera positif;kamera positif
hasil poto kamera ip 11 pro ga kalah sama dslr bro;hasil poto kamera tidak kalah dslr;kamera positif;kamera positif
ternyata kameranya ga sebagus yang orang bilang tuh;kameranya tidak sebagus orang bilang tuh;kamera negatif;kamera negatif
kalo emang incer hp ip 11 pro cuma buat kameranya sih mending beli dslr sekalian lebih bagus;incer cuma kameranya lebih beli dslr lebih bagus;kamera negatif;kamera negatif
biasa aja tuh kameranya;biasa tuh kameranya;kamera negatif;kamera negatif
kok gue ga ngerasa ada perbedaan yang signifikan buat kualitas kameranya;gue tidak ngerasa perbedaan signifikan kualitas kameranya;kamera negatif;kamera negatif
ga wow banget kameranya ah, lebay;tidak wow kameranya ah lebay;kamera negatif;kamera negatif
penempatan kameranya bikin jelek, aneh gitu jadinya liatnya;penempatan kameranya jelek aneh liatnya;kamera negatif;kamera negatif
gila ip 11 beneran fast charging 30 menit doang langsung full tuh;beneran cepat charger menit langsung full tuh;baterai positif;baterai positif
Saya punya kebiasaan untuk mengisi daya ponsel sepanjang malam, dan sejauh ini kesehatan baterai masih 100%.;kebiasaan mengisi daya ponsel malam kesehatan baterai;baterai positif;baterai positif
baterainya awet dipake streaming lama lama haha;baterainya awet streaming;baterai positif;baterai positif
Apple bilang iPhone 11 iPhone 11 Pro dan iPhone 11 Pro Max memiliki masa pakai baterai sehari tapi tidak juga tuh masa pakai baterai saya kurang dari 24 jam.;bilang memiliki pakai baterai sehari tidak tuh pakai baterai kurang jam;baterai negatif;baterai negatif
waktu isi daya baterai sampai penuh lama juga;waktu isi daya baterai penuh;baterai negatif;baterai negatif
aku ga ngerasa baterai hp ip 11 ini lebih awet dari ip seris lain sih, malah lebih boros;tidak ngerasa baterai lebih awet seris malah lebih boros;baterai negatif;baterai negatif
baterainya ga tahan dipakai buat seharian harus isi ulang mulu;baterainya tidak tahan dipakai seharian harus isi ulang mulu;baterai negatif;baterai negatif
dipake buat nge game ga tahan sih baterainya;nge game tidak tahan baterainya;baterai negatif;baterai negatif
ga kuat sih baterainya kalau dipake seharian;tidak kuat baterainya seharian;baterai negatif;baterai negatif
baterai nya ga kuat dipake lama lama;baterai tidak kuat;baterai negatif;baterai negatif
cepet abis baterainya;cepat abis baterainya;baterai negatif;baterai negatif
buat spesifikasinya yang keren banget harga ip 11 masih terjangkau si;spesifikasinya keren harga terjangkau;harga positif;harga positif
ternyata ip 11 murah, kiarain bakal lebih mahal lagi harganya wkwk;murah kiarain lebih mahal harganya;harga positif;harga positif
harga iphone 11 murah kok, gue beli ga nyampe 10 juta;harga murah gue beli tidak nyampe juta;harga positif;harga positif
kirain harganya bakalan mahal banget ternyata engga mahal kok;kirain harganya mahal engga mahal;harga positif;harga positif
ga setimapal sih menurut gue harganya, kemahalan kalo cuma buat beli hp doang mending beli laptop sekalian;tidak setimapal gue harganya kemahalan cuma beli lebih beli laptop;harga negatif;harga negatif
harganya ga masuk akal, bikin nangis;harganya tidak masuk akal suka;harga negatif;harga negatif
layarnya lebar, enak dipake;layarnya lebar enak;general positif;general positif
pilihan warnanya banyak banget, unik dan lucu lucu;pilihan warnanya unik bagus bagus;general positif;general positif
gue suka sih sama model ip 11 ini, keliatan fresh dan unik;gue suka model keliatan fresh unik;general positif;general positif
ip 11 banyak banget pilihan warnanya, bagus semua;pilihan warnanya bagus;general positif;general positif
hpnya gede tapi enak sih jadinya liat ke layar;hpnya enak liat layar;general positif;general positif
layarnya jelek banget, rentan retak meskipun ada pelindung layar.;layarnya jelek rentan retak pelindung layar;general negatif;general negatif
ga ada yang spesial dari design hpnya, ga begitu beda dari series yang lain;tidak spesial design hpnya tidak beda series;general negatif;general negatif
layarnya gampang retak, harus pake pelindung sih;layarnya gampang retak harus pelindung;general negatif;general negatif
model hpnya ga unik tuh, modelnya mirip yang seris xr;model hpnya tidak unik tuh modelnya seris xr;general negatif;general negatif
modelnya kaya yang murahan;modelnya kaya murahan;general negatif;general negatif
layar bezelnya masih tebel kaya seris yang lama, ga enak liatanya;layar bezelnya tebel kaya seris tidak enak liatanya;general negatif;general negatif
dalam kardusnya cuma ada hp sama kabel doang, buat earpodnya harus beli terpisah;kardusnya cuma kabel earpodnya harus beli terpisah;general negatif;general negatif
spesifikasinya keren, pake chip a13 yang katanya cpu dan gpu ponsel tercepat;spesifikasinya keren chip cpu gpu ponsel tercepat;spesifikasi positif;spesifikasi positif
memori RAM nya kecil banget, gabisa pake banyak app sekaligus;memori ram kecil gabisa aplikasi;spesifikasi negatif;spesifikasi negatif
suka banget iphone 11 pro kamera ultra wide nya;suka kamera ultra wide;kamera positif;kamera positif
resolusinya sih kaya kamera slr;resolusinya kaya kamera slr;kamera positif;kamera positif
kameranya bikin jatuh cinta;kameranya jatuh cinta;kamera positif;kamera positif
iphone makin keatas makin keren kameranya;makin keatas makin keren kameranya;kamera positif;kamera positif
beli iphone karena suka kameranya haha;beli suka kameranya;kamera positif;kamera positif
kameranya tetep tidak bikin muka glowing;kameranya tetep tidak muka glowing;kamera negatif;kamera negatif
beli iphone karena kamera doang juga masih banyak kali yang bagus;beli kamera bagus;kamera negatif;kamera negatif
kamera apa yang beda sih kaya sama aja;kamera beda kaya;kamera negatif;kamera negatif
biasa aja kameranya;biasa kameranya;kamera negatif;kamera negatif
wah makin irit ya baterainya;wah makin irit baterainya;baterai positif;baterai positif
seneng banget charge sebentar langsung penuh;seneng charge sebentar langsung penuh;baterai positif;baterai positif
lebih cepet penuh baterainya daripada iphone dibawah x;lebih cepat penuh baterainya dibawah;baterai positif;baterai positif
ganyangka kirain iphone makin keatas baterainya makin boros ternyata malah irit;ganyangka kirain makin keatas baterainya makin boros malah irit;baterai positif;baterai positif
kesel banget iphone tuh hp terboros ya soal baterai;kesel tuh terboros baterai;baterai negatif;baterai negatif
rasanya pingin baterai seirit nokia tapi hp tetep iphone haha boros banget sih asli iphone;pingin baterai seirit nokia tetep boros asli;baterai negatif;baterai negatif
sehari bisa berapa kali charge boros parah;sehari bisa charge boros parah;baterai negatif;baterai negatif
sudah setahun kirain bakal irit ternyata makin boros baterainya;setahun kirain irit makin boros baterainya;baterai negatif;baterai negatif
harusnya kalau makin canggih, baterai juga dong daya tahan nya lebih lama;harusnya makin canggih baterai daya tahan lebih;baterai negatif;baterai negatif
iphone berguna bagi kalangan remaja ya;berguna kalangan remaja;general positif;general positif
yaAllah beri aku rejeki untuk membeli iphone 11 series pingin warna midnight keren banget;yaallah rejeki membeli series pingin warna midnight keren;general positif;general positif
warna ungu ataupun yang midnight sama sama bagus, tapi jujur midnight lebih keren;warna ungu midnight bagus jujur midnight lebih keren;general positif;general positif
buat nonton enak sih layarnya makin gede;nonton enak layarnya makin;general positif;general positif
rentan banget nih lamalama iphone gampang retak jatoh sekali;rentan lamalama gampang retak jatoh;general negatif;general negatif
layarnya gampang retak;layarnya gampang retak;general negatif;general negatif
kalo udah jatoh rentan banget retak;udah jatoh rentan retak;general negatif;general negatif
mau pake pelindung juga tetep retak;pelindung tetep retak;general negatif;general negatif
tolong modelnya bikin tangan gabisa pegang, gede banget;modelnya tangan gabisa pegang;general negatif;general negatif
sebel banget jatoh langsung lecet pinggirannya;sebel jatoh langsung lecet pinggirannya;general negatif;general negatif
kata orang mahal, tapi menurut ku ya ada harga ada kualitas;orang mahal ku harga kualitas;harga positif;harga positif
saya yang sudah lama menjadi iphone user, saat mengetahui harga iphone 11 ya normal emang segitu kan;pengguna harga normal segitu;harga positif;harga positif
menurut saya wajar aja harga segitu buat iphone x series ataupun 11 series, karena target pasar nya iphone memang segitu;wajar harga segitu series series target pasar segitu;harga positif;harga positif
wah aku kaget melihat harganya, rasa ingin menjadi sultan seketika biar bisa beli;wah kaget harganya ingin sultan seketika biar bisa beli;harga negatif;harga negatif
selalu berasa kurang woy pake ram nya, langsung penuh padahal kaya baru dikit install aplikasi nya;berasa kurang woy ram langsung penuh kaya dikit install aplikasi;spesifikasi negatif;spesifikasi negatif
memori RAM nya sih yang bikin maju mundur buat beli, merasa kurang;memori ram maju mundur beli kurang;spesifikasi negatif;spesifikasi negatif
suka banget ih sama kameranya iphone x bagus banget aku jadi glowing glowing manja gitu;suka ih kameranya bagus glowing glowing manja;kamera positif;kamera positif
RAM 3 GB doang nyesel beli iphone x gak bisa dipake buat main CODM;ram gb nyesel beli tidak bisa main codm;spesifikasi negatif;spesifikasi negatif
masih bahas tentang iphone nih, kenapa gua suka banget iphone karena baterainya itu awet bagus banget guys cocok buat yang suka main hp seharian;bahas suka baterainya awet bagus cocok suka main seharian;baterai positif;baterai positif
iphone speakernya jelek ah gak suka kresek kresek gitu;speakernya jelek ah tidak suka kresek kresek;general negatif;general negatif
apaan nih iphone ih benci banget sama hp kayak gini masa chargernya baru sebulan udah rusak;ih benci kayak gini chargernya sebulan udah rusak;baterai negatif;baterai negatif
iphone hp berkelas, kameranya terbaik suka banget deh banyak juga youtuber yang pake iphone;berkelas kameranya terbaik suka deh youtuber;kamera positif;kamera positif
speaker iphone menggonggong bak suara anjing bangsat;speaker menggonggong bak suara anjing bangsat;general negatif;general negatif
bun aku masih tak mengerti iphone harga mahalnya berenang di kepala;bun tidak mengerti harga mahalnya berenang kepala;harga negatif;harga negatif
aku masih ada sampai di sini pakai iphone susah setengah mati UI UX nya gak bisa diganti apa ah;pakai susah mati ui ux tidak bisa diganti ah;general negatif;general negatif
kau memang hp sedikit fitur bolehkah aku banting aja iphone kampret;kau sedikit fitur banting kampret;general negatif;general negatif
kau memang hp tak kasat rasa masang harga mahal gila iphone gak ngotak;kau tidak kasat masang harga mahal tidak ngotak;harga negatif;harga negatif
tadi pagi aku masih menangis pada iphone yang harganya mahal naudzubillah;pagi menangis harganya mahal naudzubillah;harga negatif;harga negatif
katanya mimpiku kan terwujud tapi fitur iphone itu mimpi buruk;mimpiku terwujud fitur mimpi buruk;general negatif;general negatif
sempat berpikir masih bermimpi bertahun berlanjut pakai iphone warna mu yang memudar saksinya akhirnya aku ganti aja jelek amat sih ini iphone;berpikir bermimpi bertahun berlanjut pakai warna memudar saksinya ganti jelek;general negatif;general negatif
Lah ini RAM segini doang seriusan iphone nih jelek banget mending advan dah;ram segini seriusan jelek lebih advan;spesifikasi negatif;spesifikasi negatif
seriusan nih gak ada memori eksternalnya ya ampun hp macam apa ini buruk sekali;seriusan tidak memori eksternalnya ampun buruk;spesifikasi negatif;spesifikasi negatif
iphone 11 ni hp apa dumbell sih gua pake tiga hari bicep gua gede berat amat ah jelek;dumbell bicep berat ah jelek;general negatif;general negatif
ukurannya kegedan coy gak bisa masuk saku jelek banget dah ni hp;ukurannya kegedan coy tidak bisa masuk saku jelek;general negatif;general negatif
iphone kameranya penuh kepalsuan penipu munafik calon penghuni neraka bakar aja ni hp;kameranya penuh kepalsuan penipu munafik calon penghuni neraka bakar;kamera negatif;kamera negatif
iphone gak cocok buat foto jarak dekat jadi fotonya harus dari jauh udah kayak hubungan kita yang jauh;tidak cocok foto jarak fotonya harus udah kayak hubungan;kamera negatif;kamera negatif
pada lebay banget sih sama kamera iphone padahal gitu doang biasa aja malah menurut gue kurang;lebay kamera biasa malah gue kurang;kamera negatif;kamera negatif
iphone kameranya gak bagus di tempat gelap gan;kameranya tidak bagus gelap gan;kamera negatif;kamera negatif
bentuknya bagus suka sama bentuk iphone;bentuknya bagus suka bentuk;general positif;general positif
speaker nya mantap coy suaranya jernih keren iphone;speaker mantap coy suaranya jernih keren;general positif;general positif
layarnya jernih cocok buat nonton anime pake iphone;layarnya jernih cocok nonton anime;general positif;general positif
suka deh sama warna iphone x;suka deh warna;general positif;general positif
kualitas bagus harganya ya sesuai lah untuk iphone;kualitas bagus harganya sesuai;harga positif;harga positif
bagi gua sih iphone murah ya kualitas juga oke jadi harganya pas lah;murah kualitas oke harganya pas;harga positif;harga positif
harga iphone emang udah paling pas;harga udah pas;harga positif;harga positif
murah kok harganya cuma nabung 3 bulan juga udah kebeli iphone;murah harganya cuma nabung udah kebeli;harga positif;harga positif
kualitas oke harga juga pas mantap iphone;kualitas oke harga pas mantap;harga positif;harga positif
cari hp berkualitas dan harga terjangkau ya iphone;cari berkualitas harga terjangkau;harga positif;harga positif
pas kok harga sama kualitas kalo untuk iphone;pas harga kualitas;harga positif;harga positif
kamera iphone susah fokus jelek ah;kamera susah fokus jelek ah;kamera negatif;kamera negatif
beli iphone karena kameranya tapi ternyata bikin kecewa;beli kameranya kecewa;kamera negatif;kamera negatif
